anchor_text_norm	slug	label	title	node_type
dos principios fundamentais	cf-1988-tit-1	TÍTULO I	Dos Princípios Fundamentais	titulo
titulo 1	cf-1988-tit-1	TÍTULO I	Dos Princípios Fundamentais	titulo
titulo i	cf-1988-tit-1	TÍTULO I	Dos Princípios Fundamentais	titulo
art 1	cf-1988-art-1	Art. 1		artigo
art 1º	cf-1988-art-1	Art. 1		artigo
art. 1	cf-1988-art-1	Art. 1		artigo
art. 1º	cf-1988-art-1	Art. 1		artigo
artigo 1	cf-1988-art-1	Art. 1		artigo
artigo 1º	cf-1988-art-1	Art. 1		artigo
1	cf-1988-art-1-inc-1	I		inciso
1 -	cf-1988-art-1-inc-1	I		inciso
1-	cf-1988-art-1-inc-1	I		inciso
i	cf-1988-art-1-inc-1	I		inciso
i -	cf-1988-art-1-inc-1	I		inciso
i-	cf-1988-art-1-inc-1	I		inciso
inc 1	cf-1988-art-1-inc-1	I		inciso
inc i	cf-1988-art-1-inc-1	I		inciso
inc. 1	cf-1988-art-1-inc-1	I		inciso
inc. i	cf-1988-art-1-inc-1	I		inciso
inciso 1	cf-1988-art-1-inc-1	I		inciso
inciso i	cf-1988-art-1-inc-1	I		inciso
2	cf-1988-art-1-inc-2	II		inciso
2 -	cf-1988-art-1-inc-2	II		inciso
2-	cf-1988-art-1-inc-2	II		inciso
ii	cf-1988-art-1-inc-2	II		inciso
ii -	cf-1988-art-1-inc-2	II		inciso
ii-	cf-1988-art-1-inc-2	II		inciso
inc 2	cf-1988-art-1-inc-2	II		inciso
inc ii	cf-1988-art-1-inc-2	II		inciso
inc. 2	cf-1988-art-1-inc-2	II		inciso
inc. ii	cf-1988-art-1-inc-2	II		inciso
inciso 2	cf-1988-art-1-inc-2	II		inciso
inciso ii	cf-1988-art-1-inc-2	II		inciso
3	cf-1988-art-1-inc-3	III		inciso
3 -	cf-1988-art-1-inc-3	III		inciso
3-	cf-1988-art-1-inc-3	III		inciso
iii	cf-1988-art-1-inc-3	III		inciso
iii -	cf-1988-art-1-inc-3	III		inciso
iii-	cf-1988-art-1-inc-3	III		inciso
inc 3	cf-1988-art-1-inc-3	III		inciso
inc iii	cf-1988-art-1-inc-3	III		inciso
inc. 3	cf-1988-art-1-inc-3	III		inciso
inc. iii	cf-1988-art-1-inc-3	III		inciso
inciso 3	cf-1988-art-1-inc-3	III		inciso
inciso iii	cf-1988-art-1-inc-3	III		inciso
4	cf-1988-art-1-inc-4	IV		inciso
4 -	cf-1988-art-1-inc-4	IV		inciso
4-	cf-1988-art-1-inc-4	IV		inciso
inc 4	cf-1988-art-1-inc-4	IV		inciso
inc iv	cf-1988-art-1-inc-4	IV		inciso
inc. 4	cf-1988-art-1-inc-4	IV		inciso
inc. iv	cf-1988-art-1-inc-4	IV		inciso
inciso 4	cf-1988-art-1-inc-4	IV		inciso
inciso iv	cf-1988-art-1-inc-4	IV		inciso
iv	cf-1988-art-1-inc-4	IV		inciso
iv -	cf-1988-art-1-inc-4	IV		inciso
iv-	cf-1988-art-1-inc-4	IV		inciso
5	cf-1988-art-1-inc-5	V		inciso
5 -	cf-1988-art-1-inc-5	V		inciso
5-	cf-1988-art-1-inc-5	V		inciso
inc 5	cf-1988-art-1-inc-5	V		inciso
inc v	cf-1988-art-1-inc-5	V		inciso
inc. 5	cf-1988-art-1-inc-5	V		inciso
inc. v	cf-1988-art-1-inc-5	V		inciso
inciso 5	cf-1988-art-1-inc-5	V		inciso
inciso v	cf-1988-art-1-inc-5	V		inciso
v	cf-1988-art-1-inc-5	V		inciso
v -	cf-1988-art-1-inc-5	V		inciso
v-	cf-1988-art-1-inc-5	V		inciso
paragrafo unico	cf-1988-art-1-par-unico	Parágrafo único		paragrafo
§ unico	cf-1988-art-1-par-unico	Parágrafo único		paragrafo
art 2	cf-1988-art-2	Art. 2		artigo
art 2º	cf-1988-art-2	Art. 2		artigo
art. 2	cf-1988-art-2	Art. 2		artigo
art. 2º	cf-1988-art-2	Art. 2		artigo
artigo 2	cf-1988-art-2	Art. 2		artigo
artigo 2º	cf-1988-art-2	Art. 2		artigo
art 3	cf-1988-art-3	Art. 3		artigo
art 3º	cf-1988-art-3	Art. 3		artigo
art. 3	cf-1988-art-3	Art. 3		artigo
art. 3º	cf-1988-art-3	Art. 3		artigo
artigo 3	cf-1988-art-3	Art. 3		artigo
artigo 3º	cf-1988-art-3	Art. 3		artigo
1	cf-1988-art-3-inc-1	I		inciso
1 -	cf-1988-art-3-inc-1	I		inciso
1-	cf-1988-art-3-inc-1	I		inciso
i	cf-1988-art-3-inc-1	I		inciso
i -	cf-1988-art-3-inc-1	I		inciso
i-	cf-1988-art-3-inc-1	I		inciso
inc 1	cf-1988-art-3-inc-1	I		inciso
inc i	cf-1988-art-3-inc-1	I		inciso
inc. 1	cf-1988-art-3-inc-1	I		inciso
inc. i	cf-1988-art-3-inc-1	I		inciso
inciso 1	cf-1988-art-3-inc-1	I		inciso
inciso i	cf-1988-art-3-inc-1	I		inciso
2	cf-1988-art-3-inc-2	II		inciso
2 -	cf-1988-art-3-inc-2	II		inciso
2-	cf-1988-art-3-inc-2	II		inciso
ii	cf-1988-art-3-inc-2	II		inciso
ii -	cf-1988-art-3-inc-2	II		inciso
ii-	cf-1988-art-3-inc-2	II		inciso
inc 2	cf-1988-art-3-inc-2	II		inciso
inc ii	cf-1988-art-3-inc-2	II		inciso
inc. 2	cf-1988-art-3-inc-2	II		inciso
inc. ii	cf-1988-art-3-inc-2	II		inciso
inciso 2	cf-1988-art-3-inc-2	II		inciso
inciso ii	cf-1988-art-3-inc-2	II		inciso
3	cf-1988-art-3-inc-3	III		inciso
3 -	cf-1988-art-3-inc-3	III		inciso
3-	cf-1988-art-3-inc-3	III		inciso
iii	cf-1988-art-3-inc-3	III		inciso
iii -	cf-1988-art-3-inc-3	III		inciso
iii-	cf-1988-art-3-inc-3	III		inciso
inc 3	cf-1988-art-3-inc-3	III		inciso
inc iii	cf-1988-art-3-inc-3	III		inciso
inc. 3	cf-1988-art-3-inc-3	III		inciso
inc. iii	cf-1988-art-3-inc-3	III		inciso
inciso 3	cf-1988-art-3-inc-3	III		inciso
inciso iii	cf-1988-art-3-inc-3	III		inciso
4	cf-1988-art-3-inc-4	IV		inciso
4 -	cf-1988-art-3-inc-4	IV		inciso
4-	cf-1988-art-3-inc-4	IV		inciso
inc 4	cf-1988-art-3-inc-4	IV		inciso
inc iv	cf-1988-art-3-inc-4	IV		inciso
inc. 4	cf-1988-art-3-inc-4	IV		inciso
inc. iv	cf-1988-art-3-inc-4	IV		inciso
inciso 4	cf-1988-art-3-inc-4	IV		inciso
inciso iv	cf-1988-art-3-inc-4	IV		inciso
iv	cf-1988-art-3-inc-4	IV		inciso
iv -	cf-1988-art-3-inc-4	IV		inciso
iv-	cf-1988-art-3-inc-4	IV		inciso
art 4	cf-1988-art-4	Art. 4		artigo
art 4º	cf-1988-art-4	Art. 4		artigo
art. 4	cf-1988-art-4	Art. 4		artigo
art. 4º	cf-1988-art-4	Art. 4		artigo
artigo 4	cf-1988-art-4	Art. 4		artigo
artigo 4º	cf-1988-art-4	Art. 4		artigo
1	cf-1988-art-4-inc-1	I		inciso
1 -	cf-1988-art-4-inc-1	I		inciso
1-	cf-1988-art-4-inc-1	I		inciso
i	cf-1988-art-4-inc-1	I		inciso
i -	cf-1988-art-4-inc-1	I		inciso
i-	cf-1988-art-4-inc-1	I		inciso
inc 1	cf-1988-art-4-inc-1	I		inciso
inc i	cf-1988-art-4-inc-1	I		inciso
inc. 1	cf-1988-art-4-inc-1	I		inciso
inc. i	cf-1988-art-4-inc-1	I		inciso
inciso 1	cf-1988-art-4-inc-1	I		inciso
inciso i	cf-1988-art-4-inc-1	I		inciso
2	cf-1988-art-4-inc-2	II		inciso
2 -	cf-1988-art-4-inc-2	II		inciso
2-	cf-1988-art-4-inc-2	II		inciso
ii	cf-1988-art-4-inc-2	II		inciso
ii -	cf-1988-art-4-inc-2	II		inciso
ii-	cf-1988-art-4-inc-2	II		inciso
inc 2	cf-1988-art-4-inc-2	II		inciso
inc ii	cf-1988-art-4-inc-2	II		inciso
inc. 2	cf-1988-art-4-inc-2	II		inciso
inc. ii	cf-1988-art-4-inc-2	II		inciso
inciso 2	cf-1988-art-4-inc-2	II		inciso
inciso ii	cf-1988-art-4-inc-2	II		inciso
3	cf-1988-art-4-inc-3	III		inciso
3 -	cf-1988-art-4-inc-3	III		inciso
3-	cf-1988-art-4-inc-3	III		inciso
iii	cf-1988-art-4-inc-3	III		inciso
iii -	cf-1988-art-4-inc-3	III		inciso
iii-	cf-1988-art-4-inc-3	III		inciso
inc 3	cf-1988-art-4-inc-3	III		inciso
inc iii	cf-1988-art-4-inc-3	III		inciso
inc. 3	cf-1988-art-4-inc-3	III		inciso
inc. iii	cf-1988-art-4-inc-3	III		inciso
inciso 3	cf-1988-art-4-inc-3	III		inciso
inciso iii	cf-1988-art-4-inc-3	III		inciso
4	cf-1988-art-4-inc-4	IV		inciso
4 -	cf-1988-art-4-inc-4	IV		inciso
4-	cf-1988-art-4-inc-4	IV		inciso
inc 4	cf-1988-art-4-inc-4	IV		inciso
inc iv	cf-1988-art-4-inc-4	IV		inciso
inc. 4	cf-1988-art-4-inc-4	IV		inciso
inc. iv	cf-1988-art-4-inc-4	IV		inciso
inciso 4	cf-1988-art-4-inc-4	IV		inciso
inciso iv	cf-1988-art-4-inc-4	IV		inciso
iv	cf-1988-art-4-inc-4	IV		inciso
iv -	cf-1988-art-4-inc-4	IV		inciso
iv-	cf-1988-art-4-inc-4	IV		inciso
5	cf-1988-art-4-inc-5	V		inciso
5 -	cf-1988-art-4-inc-5	V		inciso
5-	cf-1988-art-4-inc-5	V		inciso
inc 5	cf-1988-art-4-inc-5	V		inciso
inc v	cf-1988-art-4-inc-5	V		inciso
inc. 5	cf-1988-art-4-inc-5	V		inciso
inc. v	cf-1988-art-4-inc-5	V		inciso
inciso 5	cf-1988-art-4-inc-5	V		inciso
inciso v	cf-1988-art-4-inc-5	V		inciso
v	cf-1988-art-4-inc-5	V		inciso
v -	cf-1988-art-4-inc-5	V		inciso
v-	cf-1988-art-4-inc-5	V		inciso
6	cf-1988-art-4-inc-6	VI		inciso
6 -	cf-1988-art-4-inc-6	VI		inciso
6-	cf-1988-art-4-inc-6	VI		inciso
inc 6	cf-1988-art-4-inc-6	VI		inciso
inc vi	cf-1988-art-4-inc-6	VI		inciso
inc. 6	cf-1988-art-4-inc-6	VI		inciso
inc. vi	cf-1988-art-4-inc-6	VI		inciso
inciso 6	cf-1988-art-4-inc-6	VI		inciso
inciso vi	cf-1988-art-4-inc-6	VI		inciso
vi	cf-1988-art-4-inc-6	VI		inciso
vi -	cf-1988-art-4-inc-6	VI		inciso
vi-	cf-1988-art-4-inc-6	VI		inciso
7	cf-1988-art-4-inc-7	VII		inciso
7 -	cf-1988-art-4-inc-7	VII		inciso
7-	cf-1988-art-4-inc-7	VII		inciso
inc 7	cf-1988-art-4-inc-7	VII		inciso
inc vii	cf-1988-art-4-inc-7	VII		inciso
inc. 7	cf-1988-art-4-inc-7	VII		inciso
inc. vii	cf-1988-art-4-inc-7	VII		inciso
inciso 7	cf-1988-art-4-inc-7	VII		inciso
inciso vii	cf-1988-art-4-inc-7	VII		inciso
vii	cf-1988-art-4-inc-7	VII		inciso
vii -	cf-1988-art-4-inc-7	VII		inciso
vii-	cf-1988-art-4-inc-7	VII		inciso
8	cf-1988-art-4-inc-8	VIII		inciso
8 -	cf-1988-art-4-inc-8	VIII		inciso
8-	cf-1988-art-4-inc-8	VIII		inciso
inc 8	cf-1988-art-4-inc-8	VIII		inciso
inc viii	cf-1988-art-4-inc-8	VIII		inciso
inc. 8	cf-1988-art-4-inc-8	VIII		inciso
inc. viii	cf-1988-art-4-inc-8	VIII		inciso
inciso 8	cf-1988-art-4-inc-8	VIII		inciso
inciso viii	cf-1988-art-4-inc-8	VIII		inciso
viii	cf-1988-art-4-inc-8	VIII		inciso
viii -	cf-1988-art-4-inc-8	VIII		inciso
viii-	cf-1988-art-4-inc-8	VIII		inciso
9	cf-1988-art-4-inc-9	IX		inciso
9 -	cf-1988-art-4-inc-9	IX		inciso
9-	cf-1988-art-4-inc-9	IX		inciso
inc 9	cf-1988-art-4-inc-9	IX		inciso
inc ix	cf-1988-art-4-inc-9	IX		inciso
inc. 9	cf-1988-art-4-inc-9	IX		inciso
inc. ix	cf-1988-art-4-inc-9	IX		inciso
inciso 9	cf-1988-art-4-inc-9	IX		inciso
inciso ix	cf-1988-art-4-inc-9	IX		inciso
ix	cf-1988-art-4-inc-9	IX		inciso
ix -	cf-1988-art-4-inc-9	IX		inciso
ix-	cf-1988-art-4-inc-9	IX		inciso
10	cf-1988-art-4-inc-10	X		inciso
10 -	cf-1988-art-4-inc-10	X		inciso
10-	cf-1988-art-4-inc-10	X		inciso
inc 10	cf-1988-art-4-inc-10	X		inciso
inc x	cf-1988-art-4-inc-10	X		inciso
inc. 10	cf-1988-art-4-inc-10	X		inciso
inc. x	cf-1988-art-4-inc-10	X		inciso
inciso 10	cf-1988-art-4-inc-10	X		inciso
inciso x	cf-1988-art-4-inc-10	X		inciso
x	cf-1988-art-4-inc-10	X		inciso
x -	cf-1988-art-4-inc-10	X		inciso
x-	cf-1988-art-4-inc-10	X		inciso
paragrafo unico	cf-1988-art-4-par-unico	Parágrafo único		paragrafo
§ unico	cf-1988-art-4-par-unico	Parágrafo único		paragrafo
dos direitos e garantias fundamentais	cf-1988-tit-2	TÍTULO II	Dos Direitos e Garantias Fundamentais	titulo
titulo 2	cf-1988-tit-2	TÍTULO II	Dos Direitos e Garantias Fundamentais	titulo
titulo ii	cf-1988-tit-2	TÍTULO II	Dos Direitos e Garantias Fundamentais	titulo
art 5	cf-1988-art-5	Art. 5		artigo
art 5º	cf-1988-art-5	Art. 5		artigo
art. 5	cf-1988-art-5	Art. 5		artigo
art. 5º	cf-1988-art-5	Art. 5		artigo
artigo 5	cf-1988-art-5	Art. 5		artigo
artigo 5º	cf-1988-art-5	Art. 5		artigo
1	cf-1988-art-5-inc-1	I		inciso
1 -	cf-1988-art-5-inc-1	I		inciso
1-	cf-1988-art-5-inc-1	I		inciso
i	cf-1988-art-5-inc-1	I		inciso
i -	cf-1988-art-5-inc-1	I		inciso
i-	cf-1988-art-5-inc-1	I		inciso
inc 1	cf-1988-art-5-inc-1	I		inciso
inc i	cf-1988-art-5-inc-1	I		inciso
inc. 1	cf-1988-art-5-inc-1	I		inciso
inc. i	cf-1988-art-5-inc-1	I		inciso
inciso 1	cf-1988-art-5-inc-1	I		inciso
inciso i	cf-1988-art-5-inc-1	I		inciso
2	cf-1988-art-5-inc-2	II		inciso
2 -	cf-1988-art-5-inc-2	II		inciso
2-	cf-1988-art-5-inc-2	II		inciso
ii	cf-1988-art-5-inc-2	II		inciso
ii -	cf-1988-art-5-inc-2	II		inciso
ii-	cf-1988-art-5-inc-2	II		inciso
inc 2	cf-1988-art-5-inc-2	II		inciso
inc ii	cf-1988-art-5-inc-2	II		inciso
inc. 2	cf-1988-art-5-inc-2	II		inciso
inc. ii	cf-1988-art-5-inc-2	II		inciso
inciso 2	cf-1988-art-5-inc-2	II		inciso
inciso ii	cf-1988-art-5-inc-2	II		inciso
3	cf-1988-art-5-inc-3	III		inciso
3 -	cf-1988-art-5-inc-3	III		inciso
3-	cf-1988-art-5-inc-3	III		inciso
iii	cf-1988-art-5-inc-3	III		inciso
iii -	cf-1988-art-5-inc-3	III		inciso
iii-	cf-1988-art-5-inc-3	III		inciso
inc 3	cf-1988-art-5-inc-3	III		inciso
inc iii	cf-1988-art-5-inc-3	III		inciso
inc. 3	cf-1988-art-5-inc-3	III		inciso
inc. iii	cf-1988-art-5-inc-3	III		inciso
inciso 3	cf-1988-art-5-inc-3	III		inciso
inciso iii	cf-1988-art-5-inc-3	III		inciso
4	cf-1988-art-5-inc-4	IV		inciso
4 -	cf-1988-art-5-inc-4	IV		inciso
4-	cf-1988-art-5-inc-4	IV		inciso
inc 4	cf-1988-art-5-inc-4	IV		inciso
inc iv	cf-1988-art-5-inc-4	IV		inciso
inc. 4	cf-1988-art-5-inc-4	IV		inciso
inc. iv	cf-1988-art-5-inc-4	IV		inciso
inciso 4	cf-1988-art-5-inc-4	IV		inciso
inciso iv	cf-1988-art-5-inc-4	IV		inciso
iv	cf-1988-art-5-inc-4	IV		inciso
iv -	cf-1988-art-5-inc-4	IV		inciso
iv-	cf-1988-art-5-inc-4	IV		inciso
5	cf-1988-art-5-inc-5	V		inciso
5 -	cf-1988-art-5-inc-5	V		inciso
5-	cf-1988-art-5-inc-5	V		inciso
inc 5	cf-1988-art-5-inc-5	V		inciso
inc v	cf-1988-art-5-inc-5	V		inciso
inc. 5	cf-1988-art-5-inc-5	V		inciso
inc. v	cf-1988-art-5-inc-5	V		inciso
inciso 5	cf-1988-art-5-inc-5	V		inciso
inciso v	cf-1988-art-5-inc-5	V		inciso
v	cf-1988-art-5-inc-5	V		inciso
v -	cf-1988-art-5-inc-5	V		inciso
v-	cf-1988-art-5-inc-5	V		inciso
6	cf-1988-art-5-inc-6	VI		inciso
6 -	cf-1988-art-5-inc-6	VI		inciso
6-	cf-1988-art-5-inc-6	VI		inciso
inc 6	cf-1988-art-5-inc-6	VI		inciso
inc vi	cf-1988-art-5-inc-6	VI		inciso
inc. 6	cf-1988-art-5-inc-6	VI		inciso
inc. vi	cf-1988-art-5-inc-6	VI		inciso
inciso 6	cf-1988-art-5-inc-6	VI		inciso
inciso vi	cf-1988-art-5-inc-6	VI		inciso
vi	cf-1988-art-5-inc-6	VI		inciso
vi -	cf-1988-art-5-inc-6	VI		inciso
vi-	cf-1988-art-5-inc-6	VI		inciso
7	cf-1988-art-5-inc-7	VII		inciso
7 -	cf-1988-art-5-inc-7	VII		inciso
7-	cf-1988-art-5-inc-7	VII		inciso
inc 7	cf-1988-art-5-inc-7	VII		inciso
inc vii	cf-1988-art-5-inc-7	VII		inciso
inc. 7	cf-1988-art-5-inc-7	VII		inciso
inc. vii	cf-1988-art-5-inc-7	VII		inciso
inciso 7	cf-1988-art-5-inc-7	VII		inciso
inciso vii	cf-1988-art-5-inc-7	VII		inciso
vii	cf-1988-art-5-inc-7	VII		inciso
vii -	cf-1988-art-5-inc-7	VII		inciso
vii-	cf-1988-art-5-inc-7	VII		inciso
8	cf-1988-art-5-inc-8	VIII		inciso
8 -	cf-1988-art-5-inc-8	VIII		inciso
8-	cf-1988-art-5-inc-8	VIII		inciso
inc 8	cf-1988-art-5-inc-8	VIII		inciso
inc viii	cf-1988-art-5-inc-8	VIII		inciso
inc. 8	cf-1988-art-5-inc-8	VIII		inciso
inc. viii	cf-1988-art-5-inc-8	VIII		inciso
inciso 8	cf-1988-art-5-inc-8	VIII		inciso
inciso viii	cf-1988-art-5-inc-8	VIII		inciso
viii	cf-1988-art-5-inc-8	VIII		inciso
viii -	cf-1988-art-5-inc-8	VIII		inciso
viii-	cf-1988-art-5-inc-8	VIII		inciso
9	cf-1988-art-5-inc-9	IX		inciso
9 -	cf-1988-art-5-inc-9	IX		inciso
9-	cf-1988-art-5-inc-9	IX		inciso
inc 9	cf-1988-art-5-inc-9	IX		inciso
inc ix	cf-1988-art-5-inc-9	IX		inciso
inc. 9	cf-1988-art-5-inc-9	IX		inciso
inc. ix	cf-1988-art-5-inc-9	IX		inciso
inciso 9	cf-1988-art-5-inc-9	IX		inciso
inciso ix	cf-1988-art-5-inc-9	IX		inciso
ix	cf-1988-art-5-inc-9	IX		inciso
ix -	cf-1988-art-5-inc-9	IX		inciso
ix-	cf-1988-art-5-inc-9	IX		inciso
10	cf-1988-art-5-inc-10	X		inciso
10 -	cf-1988-art-5-inc-10	X		inciso
10-	cf-1988-art-5-inc-10	X		inciso
inc 10	cf-1988-art-5-inc-10	X		inciso
inc x	cf-1988-art-5-inc-10	X		inciso
inc. 10	cf-1988-art-5-inc-10	X		inciso
inc. x	cf-1988-art-5-inc-10	X		inciso
inciso 10	cf-1988-art-5-inc-10	X		inciso
inciso x	cf-1988-art-5-inc-10	X		inciso
x	cf-1988-art-5-inc-10	X		inciso
x -	cf-1988-art-5-inc-10	X		inciso
x-	cf-1988-art-5-inc-10	X		inciso
11	cf-1988-art-5-inc-11	XI		inciso
11 -	cf-1988-art-5-inc-11	XI		inciso
11-	cf-1988-art-5-inc-11	XI		inciso
inc 11	cf-1988-art-5-inc-11	XI		inciso
inc xi	cf-1988-art-5-inc-11	XI		inciso
inc. 11	cf-1988-art-5-inc-11	XI		inciso
inc. xi	cf-1988-art-5-inc-11	XI		inciso
inciso 11	cf-1988-art-5-inc-11	XI		inciso
inciso xi	cf-1988-art-5-inc-11	XI		inciso
xi	cf-1988-art-5-inc-11	XI		inciso
xi -	cf-1988-art-5-inc-11	XI		inciso
xi-	cf-1988-art-5-inc-11	XI		inciso
12	cf-1988-art-5-inc-12	XII		inciso
12 -	cf-1988-art-5-inc-12	XII		inciso
12-	cf-1988-art-5-inc-12	XII		inciso
inc 12	cf-1988-art-5-inc-12	XII		inciso
inc xii	cf-1988-art-5-inc-12	XII		inciso
inc. 12	cf-1988-art-5-inc-12	XII		inciso
inc. xii	cf-1988-art-5-inc-12	XII		inciso
inciso 12	cf-1988-art-5-inc-12	XII		inciso
inciso xii	cf-1988-art-5-inc-12	XII		inciso
xii	cf-1988-art-5-inc-12	XII		inciso
xii -	cf-1988-art-5-inc-12	XII		inciso
xii-	cf-1988-art-5-inc-12	XII		inciso
13	cf-1988-art-5-inc-13	XIII		inciso
13 -	cf-1988-art-5-inc-13	XIII		inciso
13-	cf-1988-art-5-inc-13	XIII		inciso
inc 13	cf-1988-art-5-inc-13	XIII		inciso
inc xiii	cf-1988-art-5-inc-13	XIII		inciso
inc. 13	cf-1988-art-5-inc-13	XIII		inciso
inc. xiii	cf-1988-art-5-inc-13	XIII		inciso
inciso 13	cf-1988-art-5-inc-13	XIII		inciso
inciso xiii	cf-1988-art-5-inc-13	XIII		inciso
xiii	cf-1988-art-5-inc-13	XIII		inciso
xiii -	cf-1988-art-5-inc-13	XIII		inciso
xiii-	cf-1988-art-5-inc-13	XIII		inciso
14	cf-1988-art-5-inc-14	XIV		inciso
14 -	cf-1988-art-5-inc-14	XIV		inciso
14-	cf-1988-art-5-inc-14	XIV		inciso
inc 14	cf-1988-art-5-inc-14	XIV		inciso
inc xiv	cf-1988-art-5-inc-14	XIV		inciso
inc. 14	cf-1988-art-5-inc-14	XIV		inciso
inc. xiv	cf-1988-art-5-inc-14	XIV		inciso
inciso 14	cf-1988-art-5-inc-14	XIV		inciso
inciso xiv	cf-1988-art-5-inc-14	XIV		inciso
xiv	cf-1988-art-5-inc-14	XIV		inciso
xiv -	cf-1988-art-5-inc-14	XIV		inciso
xiv-	cf-1988-art-5-inc-14	XIV		inciso
15	cf-1988-art-5-inc-15	XV		inciso
15 -	cf-1988-art-5-inc-15	XV		inciso
15-	cf-1988-art-5-inc-15	XV		inciso
inc 15	cf-1988-art-5-inc-15	XV		inciso
inc xv	cf-1988-art-5-inc-15	XV		inciso
inc. 15	cf-1988-art-5-inc-15	XV		inciso
inc. xv	cf-1988-art-5-inc-15	XV		inciso
inciso 15	cf-1988-art-5-inc-15	XV		inciso
inciso xv	cf-1988-art-5-inc-15	XV		inciso
xv	cf-1988-art-5-inc-15	XV		inciso
xv -	cf-1988-art-5-inc-15	XV		inciso
xv-	cf-1988-art-5-inc-15	XV		inciso
16	cf-1988-art-5-inc-16	XVI		inciso
16 -	cf-1988-art-5-inc-16	XVI		inciso
16-	cf-1988-art-5-inc-16	XVI		inciso
inc 16	cf-1988-art-5-inc-16	XVI		inciso
inc xvi	cf-1988-art-5-inc-16	XVI		inciso
inc. 16	cf-1988-art-5-inc-16	XVI		inciso
inc. xvi	cf-1988-art-5-inc-16	XVI		inciso
inciso 16	cf-1988-art-5-inc-16	XVI		inciso
inciso xvi	cf-1988-art-5-inc-16	XVI		inciso
xvi	cf-1988-art-5-inc-16	XVI		inciso
xvi -	cf-1988-art-5-inc-16	XVI		inciso
xvi-	cf-1988-art-5-inc-16	XVI		inciso
17	cf-1988-art-5-inc-17	XVII		inciso
17 -	cf-1988-art-5-inc-17	XVII		inciso
17-	cf-1988-art-5-inc-17	XVII		inciso
inc 17	cf-1988-art-5-inc-17	XVII		inciso
inc xvii	cf-1988-art-5-inc-17	XVII		inciso
inc. 17	cf-1988-art-5-inc-17	XVII		inciso
inc. xvii	cf-1988-art-5-inc-17	XVII		inciso
inciso 17	cf-1988-art-5-inc-17	XVII		inciso
inciso xvii	cf-1988-art-5-inc-17	XVII		inciso
xvii	cf-1988-art-5-inc-17	XVII		inciso
xvii -	cf-1988-art-5-inc-17	XVII		inciso
xvii-	cf-1988-art-5-inc-17	XVII		inciso
18	cf-1988-art-5-inc-18	XVIII		inciso
18 -	cf-1988-art-5-inc-18	XVIII		inciso
18-	cf-1988-art-5-inc-18	XVIII		inciso
inc 18	cf-1988-art-5-inc-18	XVIII		inciso
inc xviii	cf-1988-art-5-inc-18	XVIII		inciso
inc. 18	cf-1988-art-5-inc-18	XVIII		inciso
inc. xviii	cf-1988-art-5-inc-18	XVIII		inciso
inciso 18	cf-1988-art-5-inc-18	XVIII		inciso
inciso xviii	cf-1988-art-5-inc-18	XVIII		inciso
xviii	cf-1988-art-5-inc-18	XVIII		inciso
xviii -	cf-1988-art-5-inc-18	XVIII		inciso
xviii-	cf-1988-art-5-inc-18	XVIII		inciso
19	cf-1988-art-5-inc-19	XIX		inciso
19 -	cf-1988-art-5-inc-19	XIX		inciso
19-	cf-1988-art-5-inc-19	XIX		inciso
inc 19	cf-1988-art-5-inc-19	XIX		inciso
inc xix	cf-1988-art-5-inc-19	XIX		inciso
inc. 19	cf-1988-art-5-inc-19	XIX		inciso
inc. xix	cf-1988-art-5-inc-19	XIX		inciso
inciso 19	cf-1988-art-5-inc-19	XIX		inciso
inciso xix	cf-1988-art-5-inc-19	XIX		inciso
xix	cf-1988-art-5-inc-19	XIX		inciso
xix -	cf-1988-art-5-inc-19	XIX		inciso
xix-	cf-1988-art-5-inc-19	XIX		inciso
20	cf-1988-art-5-inc-20	XX		inciso
20 -	cf-1988-art-5-inc-20	XX		inciso
20-	cf-1988-art-5-inc-20	XX		inciso
inc 20	cf-1988-art-5-inc-20	XX		inciso
inc xx	cf-1988-art-5-inc-20	XX		inciso
inc. 20	cf-1988-art-5-inc-20	XX		inciso
inc. xx	cf-1988-art-5-inc-20	XX		inciso
inciso 20	cf-1988-art-5-inc-20	XX		inciso
inciso xx	cf-1988-art-5-inc-20	XX		inciso
xx	cf-1988-art-5-inc-20	XX		inciso
xx -	cf-1988-art-5-inc-20	XX		inciso
xx-	cf-1988-art-5-inc-20	XX		inciso
21	cf-1988-art-5-inc-21	XXI		inciso
21 -	cf-1988-art-5-inc-21	XXI		inciso
21-	cf-1988-art-5-inc-21	XXI		inciso
inc 21	cf-1988-art-5-inc-21	XXI		inciso
inc xxi	cf-1988-art-5-inc-21	XXI		inciso
inc. 21	cf-1988-art-5-inc-21	XXI		inciso
inc. xxi	cf-1988-art-5-inc-21	XXI		inciso
inciso 21	cf-1988-art-5-inc-21	XXI		inciso
inciso xxi	cf-1988-art-5-inc-21	XXI		inciso
xxi	cf-1988-art-5-inc-21	XXI		inciso
xxi -	cf-1988-art-5-inc-21	XXI		inciso
xxi-	cf-1988-art-5-inc-21	XXI		inciso
22	cf-1988-art-5-inc-22	XXII		inciso
22 -	cf-1988-art-5-inc-22	XXII		inciso
22-	cf-1988-art-5-inc-22	XXII		inciso
inc 22	cf-1988-art-5-inc-22	XXII		inciso
inc xxii	cf-1988-art-5-inc-22	XXII		inciso
inc. 22	cf-1988-art-5-inc-22	XXII		inciso
