anchor_text_norm	slug	label	title	node_type
inc. 8	cf-1988-art-30-inc-8	VIII		inciso
inc. viii	cf-1988-art-30-inc-8	VIII		inciso
inciso 8	cf-1988-art-30-inc-8	VIII		inciso
inciso viii	cf-1988-art-30-inc-8	VIII		inciso
viii	cf-1988-art-30-inc-8	VIII		inciso
viii -	cf-1988-art-30-inc-8	VIII		inciso
viii-	cf-1988-art-30-inc-8	VIII		inciso
9	cf-1988-art-30-inc-9	IX		inciso
9 -	cf-1988-art-30-inc-9	IX		inciso
9-	cf-1988-art-30-inc-9	IX		inciso
inc 9	cf-1988-art-30-inc-9	IX		inciso
inc ix	cf-1988-art-30-inc-9	IX		inciso
inc. 9	cf-1988-art-30-inc-9	IX		inciso
inc. ix	cf-1988-art-30-inc-9	IX		inciso
inciso 9	cf-1988-art-30-inc-9	IX		inciso
inciso ix	cf-1988-art-30-inc-9	IX		inciso
ix	cf-1988-art-30-inc-9	IX		inciso
ix -	cf-1988-art-30-inc-9	IX		inciso
ix-	cf-1988-art-30-inc-9	IX		inciso
art 31	cf-1988-art-31	Art. 31		artigo
art 31º	cf-1988-art-31	Art. 31		artigo
art. 31	cf-1988-art-31	Art. 31		artigo
art. 31º	cf-1988-art-31	Art. 31		artigo
artigo 31	cf-1988-art-31	Art. 31		artigo
artigo 31º	cf-1988-art-31	Art. 31		artigo
par 1	cf-1988-art-31-par-1	§ 1		paragrafo
paragrafo 1	cf-1988-art-31-par-1	§ 1		paragrafo
§ 1	cf-1988-art-31-par-1	§ 1		paragrafo
§ 1º	cf-1988-art-31-par-1	§ 1		paragrafo
§1	cf-1988-art-31-par-1	§ 1		paragrafo
§1º	cf-1988-art-31-par-1	§ 1		paragrafo
par 2	cf-1988-art-31-par-2	§ 2		paragrafo
paragrafo 2	cf-1988-art-31-par-2	§ 2		paragrafo
§ 2	cf-1988-art-31-par-2	§ 2		paragrafo
§ 2º	cf-1988-art-31-par-2	§ 2		paragrafo
§2	cf-1988-art-31-par-2	§ 2		paragrafo
§2º	cf-1988-art-31-par-2	§ 2		paragrafo
par 3	cf-1988-art-31-par-3	§ 3		paragrafo
paragrafo 3	cf-1988-art-31-par-3	§ 3		paragrafo
§ 3	cf-1988-art-31-par-3	§ 3		paragrafo
§ 3º	cf-1988-art-31-par-3	§ 3		paragrafo
§3	cf-1988-art-31-par-3	§ 3		paragrafo
§3º	cf-1988-art-31-par-3	§ 3		paragrafo
par 4	cf-1988-art-31-par-4	§ 4		paragrafo
paragrafo 4	cf-1988-art-31-par-4	§ 4		paragrafo
§ 4	cf-1988-art-31-par-4	§ 4		paragrafo
§ 4º	cf-1988-art-31-par-4	§ 4		paragrafo
§4	cf-1988-art-31-par-4	§ 4		paragrafo
§4º	cf-1988-art-31-par-4	§ 4		paragrafo
art 32	cf-1988-art-32	Art. 32		artigo
art 32º	cf-1988-art-32	Art. 32		artigo
art. 32	cf-1988-art-32	Art. 32		artigo
art. 32º	cf-1988-art-32	Art. 32		artigo
artigo 32	cf-1988-art-32	Art. 32		artigo
artigo 32º	cf-1988-art-32	Art. 32		artigo
par 1	cf-1988-art-32-par-1	§ 1		paragrafo
paragrafo 1	cf-1988-art-32-par-1	§ 1		paragrafo
§ 1	cf-1988-art-32-par-1	§ 1		paragrafo
§ 1º	cf-1988-art-32-par-1	§ 1		paragrafo
§1	cf-1988-art-32-par-1	§ 1		paragrafo
§1º	cf-1988-art-32-par-1	§ 1		paragrafo
par 2	cf-1988-art-32-par-2	§ 2		paragrafo
paragrafo 2	cf-1988-art-32-par-2	§ 2		paragrafo
§ 2	cf-1988-art-32-par-2	§ 2		paragrafo
§ 2º	cf-1988-art-32-par-2	§ 2		paragrafo
§2	cf-1988-art-32-par-2	§ 2		paragrafo
§2º	cf-1988-art-32-par-2	§ 2		paragrafo
par 3	cf-1988-art-32-par-3	§ 3		paragrafo
paragrafo 3	cf-1988-art-32-par-3	§ 3		paragrafo
§ 3	cf-1988-art-32-par-3	§ 3		paragrafo
§ 3º	cf-1988-art-32-par-3	§ 3		paragrafo
§3	cf-1988-art-32-par-3	§ 3		paragrafo
§3º	cf-1988-art-32-par-3	§ 3		paragrafo
par 4	cf-1988-art-32-par-4	§ 4		paragrafo
paragrafo 4	cf-1988-art-32-par-4	§ 4		paragrafo
§ 4	cf-1988-art-32-par-4	§ 4		paragrafo
§ 4º	cf-1988-art-32-par-4	§ 4		paragrafo
§4	cf-1988-art-32-par-4	§ 4		paragrafo
§4º	cf-1988-art-32-par-4	§ 4		paragrafo
art 33	cf-1988-art-33	Art. 33		artigo
art 33º	cf-1988-art-33	Art. 33		artigo
art. 33	cf-1988-art-33	Art. 33		artigo
art. 33º	cf-1988-art-33	Art. 33		artigo
artigo 33	cf-1988-art-33	Art. 33		artigo
artigo 33º	cf-1988-art-33	Art. 33		artigo
par 1	cf-1988-art-33-par-1	§ 1		paragrafo
paragrafo 1	cf-1988-art-33-par-1	§ 1		paragrafo
§ 1	cf-1988-art-33-par-1	§ 1		paragrafo
§ 1º	cf-1988-art-33-par-1	§ 1		paragrafo
§1	cf-1988-art-33-par-1	§ 1		paragrafo
§1º	cf-1988-art-33-par-1	§ 1		paragrafo
par 2	cf-1988-art-33-par-2	§ 2		paragrafo
paragrafo 2	cf-1988-art-33-par-2	§ 2		paragrafo
§ 2	cf-1988-art-33-par-2	§ 2		paragrafo
§ 2º	cf-1988-art-33-par-2	§ 2		paragrafo
§2	cf-1988-art-33-par-2	§ 2		paragrafo
§2º	cf-1988-art-33-par-2	§ 2		paragrafo
par 3	cf-1988-art-33-par-3	§ 3		paragrafo
paragrafo 3	cf-1988-art-33-par-3	§ 3		paragrafo
§ 3	cf-1988-art-33-par-3	§ 3		paragrafo
§ 3º	cf-1988-art-33-par-3	§ 3		paragrafo
§3	cf-1988-art-33-par-3	§ 3		paragrafo
§3º	cf-1988-art-33-par-3	§ 3		paragrafo
art 34	cf-1988-art-34	Art. 34		artigo
art 34º	cf-1988-art-34	Art. 34		artigo
art. 34	cf-1988-art-34	Art. 34		artigo
art. 34º	cf-1988-art-34	Art. 34		artigo
artigo 34	cf-1988-art-34	Art. 34		artigo
artigo 34º	cf-1988-art-34	Art. 34		artigo
1	cf-1988-art-34-inc-1	I		inciso
1 -	cf-1988-art-34-inc-1	I		inciso
1-	cf-1988-art-34-inc-1	I		inciso
i	cf-1988-art-34-inc-1	I		inciso
i -	cf-1988-art-34-inc-1	I		inciso
i-	cf-1988-art-34-inc-1	I		inciso
inc 1	cf-1988-art-34-inc-1	I		inciso
inc i	cf-1988-art-34-inc-1	I		inciso
inc. 1	cf-1988-art-34-inc-1	I		inciso
inc. i	cf-1988-art-34-inc-1	I		inciso
inciso 1	cf-1988-art-34-inc-1	I		inciso
inciso i	cf-1988-art-34-inc-1	I		inciso
2	cf-1988-art-34-inc-2	II		inciso
2 -	cf-1988-art-34-inc-2	II		inciso
2-	cf-1988-art-34-inc-2	II		inciso
ii	cf-1988-art-34-inc-2	II		inciso
ii -	cf-1988-art-34-inc-2	II		inciso
ii-	cf-1988-art-34-inc-2	II		inciso
inc 2	cf-1988-art-34-inc-2	II		inciso
inc ii	cf-1988-art-34-inc-2	II		inciso
inc. 2	cf-1988-art-34-inc-2	II		inciso
inc. ii	cf-1988-art-34-inc-2	II		inciso
inciso 2	cf-1988-art-34-inc-2	II		inciso
inciso ii	cf-1988-art-34-inc-2	II		inciso
3	cf-1988-art-34-inc-3	III		inciso
3 -	cf-1988-art-34-inc-3	III		inciso
3-	cf-1988-art-34-inc-3	III		inciso
iii	cf-1988-art-34-inc-3	III		inciso
iii -	cf-1988-art-34-inc-3	III		inciso
iii-	cf-1988-art-34-inc-3	III		inciso
inc 3	cf-1988-art-34-inc-3	III		inciso
inc iii	cf-1988-art-34-inc-3	III		inciso
inc. 3	cf-1988-art-34-inc-3	III		inciso
inc. iii	cf-1988-art-34-inc-3	III		inciso
inciso 3	cf-1988-art-34-inc-3	III		inciso
inciso iii	cf-1988-art-34-inc-3	III		inciso
4	cf-1988-art-34-inc-4	IV		inciso
4 -	cf-1988-art-34-inc-4	IV		inciso
4-	cf-1988-art-34-inc-4	IV		inciso
inc 4	cf-1988-art-34-inc-4	IV		inciso
inc iv	cf-1988-art-34-inc-4	IV		inciso
inc. 4	cf-1988-art-34-inc-4	IV		inciso
inc. iv	cf-1988-art-34-inc-4	IV		inciso
inciso 4	cf-1988-art-34-inc-4	IV		inciso
inciso iv	cf-1988-art-34-inc-4	IV		inciso
iv	cf-1988-art-34-inc-4	IV		inciso
iv -	cf-1988-art-34-inc-4	IV		inciso
iv-	cf-1988-art-34-inc-4	IV		inciso
5	cf-1988-art-34-inc-5	V		inciso
5 -	cf-1988-art-34-inc-5	V		inciso
5-	cf-1988-art-34-inc-5	V		inciso
inc 5	cf-1988-art-34-inc-5	V		inciso
inc v	cf-1988-art-34-inc-5	V		inciso
inc. 5	cf-1988-art-34-inc-5	V		inciso
inc. v	cf-1988-art-34-inc-5	V		inciso
inciso 5	cf-1988-art-34-inc-5	V		inciso
inciso v	cf-1988-art-34-inc-5	V		inciso
v	cf-1988-art-34-inc-5	V		inciso
v -	cf-1988-art-34-inc-5	V		inciso
v-	cf-1988-art-34-inc-5	V		inciso
a	cf-1988-art-34-inc-5-ali-a	a)		alinea
a)	cf-1988-art-34-inc-5-ali-a	a)		alinea
ali a	cf-1988-art-34-inc-5-ali-a	a)		alinea
alinea a	cf-1988-art-34-inc-5-ali-a	a)		alinea
ali b	cf-1988-art-34-inc-5-ali-b	b)		alinea
alinea b	cf-1988-art-34-inc-5-ali-b	b)		alinea
b	cf-1988-art-34-inc-5-ali-b	b)		alinea
b)	cf-1988-art-34-inc-5-ali-b	b)		alinea
6	cf-1988-art-34-inc-6	VI		inciso
6 -	cf-1988-art-34-inc-6	VI		inciso
6-	cf-1988-art-34-inc-6	VI		inciso
inc 6	cf-1988-art-34-inc-6	VI		inciso
inc vi	cf-1988-art-34-inc-6	VI		inciso
inc. 6	cf-1988-art-34-inc-6	VI		inciso
inc. vi	cf-1988-art-34-inc-6	VI		inciso
inciso 6	cf-1988-art-34-inc-6	VI		inciso
inciso vi	cf-1988-art-34-inc-6	VI		inciso
vi	cf-1988-art-34-inc-6	VI		inciso
vi -	cf-1988-art-34-inc-6	VI		inciso
vi-	cf-1988-art-34-inc-6	VI		inciso
7	cf-1988-art-34-inc-7	VII		inciso
7 -	cf-1988-art-34-inc-7	VII		inciso
7-	cf-1988-art-34-inc-7	VII		inciso
inc 7	cf-1988-art-34-inc-7	VII		inciso
inc vii	cf-1988-art-34-inc-7	VII		inciso
inc. 7	cf-1988-art-34-inc-7	VII		inciso
inc. vii	cf-1988-art-34-inc-7	VII		inciso
inciso 7	cf-1988-art-34-inc-7	VII		inciso
inciso vii	cf-1988-art-34-inc-7	VII		inciso
vii	cf-1988-art-34-inc-7	VII		inciso
vii -	cf-1988-art-34-inc-7	VII		inciso
vii-	cf-1988-art-34-inc-7	VII		inciso
a	cf-1988-art-34-inc-7-ali-a	a)		alinea
a)	cf-1988-art-34-inc-7-ali-a	a)		alinea
ali a	cf-1988-art-34-inc-7-ali-a	a)		alinea
alinea a	cf-1988-art-34-inc-7-ali-a	a)		alinea
ali b	cf-1988-art-34-inc-7-ali-b	b)		alinea
alinea b	cf-1988-art-34-inc-7-ali-b	b)		alinea
b	cf-1988-art-34-inc-7-ali-b	b)		alinea
b)	cf-1988-art-34-inc-7-ali-b	b)		alinea
ali c	cf-1988-art-34-inc-7-ali-c	c)		alinea
alinea c	cf-1988-art-34-inc-7-ali-c	c)		alinea
c	cf-1988-art-34-inc-7-ali-c	c)		alinea
c)	cf-1988-art-34-inc-7-ali-c	c)		alinea
ali d	cf-1988-art-34-inc-7-ali-d	d)		alinea
alinea d	cf-1988-art-34-inc-7-ali-d	d)		alinea
d	cf-1988-art-34-inc-7-ali-d	d)		alinea
d)	cf-1988-art-34-inc-7-ali-d	d)		alinea
ali e	cf-1988-art-34-inc-7-ali-e	e)		alinea
alinea e	cf-1988-art-34-inc-7-ali-e	e)		alinea
e	cf-1988-art-34-inc-7-ali-e	e)		alinea
e)	cf-1988-art-34-inc-7-ali-e	e)		alinea
art 35	cf-1988-art-35	Art. 35		artigo
art 35º	cf-1988-art-35	Art. 35		artigo
art. 35	cf-1988-art-35	Art. 35		artigo
art. 35º	cf-1988-art-35	Art. 35		artigo
artigo 35	cf-1988-art-35	Art. 35		artigo
artigo 35º	cf-1988-art-35	Art. 35		artigo
1	cf-1988-art-35-inc-1	I		inciso
1 -	cf-1988-art-35-inc-1	I		inciso
1-	cf-1988-art-35-inc-1	I		inciso
i	cf-1988-art-35-inc-1	I		inciso
i -	cf-1988-art-35-inc-1	I		inciso
i-	cf-1988-art-35-inc-1	I		inciso
inc 1	cf-1988-art-35-inc-1	I		inciso
inc i	cf-1988-art-35-inc-1	I		inciso
inc. 1	cf-1988-art-35-inc-1	I		inciso
inc. i	cf-1988-art-35-inc-1	I		inciso
inciso 1	cf-1988-art-35-inc-1	I		inciso
inciso i	cf-1988-art-35-inc-1	I		inciso
2	cf-1988-art-35-inc-2	II		inciso
2 -	cf-1988-art-35-inc-2	II		inciso
2-	cf-1988-art-35-inc-2	II		inciso
ii	cf-1988-art-35-inc-2	II		inciso
ii -	cf-1988-art-35-inc-2	II		inciso
ii-	cf-1988-art-35-inc-2	II		inciso
inc 2	cf-1988-art-35-inc-2	II		inciso
inc ii	cf-1988-art-35-inc-2	II		inciso
inc. 2	cf-1988-art-35-inc-2	II		inciso
inc. ii	cf-1988-art-35-inc-2	II		inciso
inciso 2	cf-1988-art-35-inc-2	II		inciso
inciso ii	cf-1988-art-35-inc-2	II		inciso
4	cf-1988-art-35-inc-4	IV		inciso
4 -	cf-1988-art-35-inc-4	IV		inciso
4-	cf-1988-art-35-inc-4	IV		inciso
inc 4	cf-1988-art-35-inc-4	IV		inciso
inc iv	cf-1988-art-35-inc-4	IV		inciso
inc. 4	cf-1988-art-35-inc-4	IV		inciso
inc. iv	cf-1988-art-35-inc-4	IV		inciso
inciso 4	cf-1988-art-35-inc-4	IV		inciso
inciso iv	cf-1988-art-35-inc-4	IV		inciso
iv	cf-1988-art-35-inc-4	IV		inciso
iv -	cf-1988-art-35-inc-4	IV		inciso
iv-	cf-1988-art-35-inc-4	IV		inciso
art 36	cf-1988-art-36	Art. 36		artigo
art 36º	cf-1988-art-36	Art. 36		artigo
art. 36	cf-1988-art-36	Art. 36		artigo
art. 36º	cf-1988-art-36	Art. 36		artigo
artigo 36	cf-1988-art-36	Art. 36		artigo
artigo 36º	cf-1988-art-36	Art. 36		artigo
1	cf-1988-art-36-inc-1	I		inciso
1 -	cf-1988-art-36-inc-1	I		inciso
1-	cf-1988-art-36-inc-1	I		inciso
i	cf-1988-art-36-inc-1	I		inciso
i -	cf-1988-art-36-inc-1	I		inciso
i-	cf-1988-art-36-inc-1	I		inciso
inc 1	cf-1988-art-36-inc-1	I		inciso
inc i	cf-1988-art-36-inc-1	I		inciso
inc. 1	cf-1988-art-36-inc-1	I		inciso
inc. i	cf-1988-art-36-inc-1	I		inciso
inciso 1	cf-1988-art-36-inc-1	I		inciso
inciso i	cf-1988-art-36-inc-1	I		inciso
2	cf-1988-art-36-inc-2	II		inciso
2 -	cf-1988-art-36-inc-2	II		inciso
2-	cf-1988-art-36-inc-2	II		inciso
ii	cf-1988-art-36-inc-2	II		inciso
ii -	cf-1988-art-36-inc-2	II		inciso
ii-	cf-1988-art-36-inc-2	II		inciso
inc 2	cf-1988-art-36-inc-2	II		inciso
inc ii	cf-1988-art-36-inc-2	II		inciso
inc. 2	cf-1988-art-36-inc-2	II		inciso
inc. ii	cf-1988-art-36-inc-2	II		inciso
inciso 2	cf-1988-art-36-inc-2	II		inciso
inciso ii	cf-1988-art-36-inc-2	II		inciso
3	cf-1988-art-36-inc-3	III		inciso
3 -	cf-1988-art-36-inc-3	III		inciso
3-	cf-1988-art-36-inc-3	III		inciso
iii	cf-1988-art-36-inc-3	III		inciso
iii -	cf-1988-art-36-inc-3	III		inciso
iii-	cf-1988-art-36-inc-3	III		inciso
inc 3	cf-1988-art-36-inc-3	III		inciso
inc iii	cf-1988-art-36-inc-3	III		inciso
inc. 3	cf-1988-art-36-inc-3	III		inciso
inc. iii	cf-1988-art-36-inc-3	III		inciso
inciso 3	cf-1988-art-36-inc-3	III		inciso
inciso iii	cf-1988-art-36-inc-3	III		inciso
4	cf-1988-art-36-inc-4	IV		inciso
4 -	cf-1988-art-36-inc-4	IV		inciso
4-	cf-1988-art-36-inc-4	IV		inciso
inc 4	cf-1988-art-36-inc-4	IV		inciso
inc iv	cf-1988-art-36-inc-4	IV		inciso
inc. 4	cf-1988-art-36-inc-4	IV		inciso
inc. iv	cf-1988-art-36-inc-4	IV		inciso
inciso 4	cf-1988-art-36-inc-4	IV		inciso
inciso iv	cf-1988-art-36-inc-4	IV		inciso
iv	cf-1988-art-36-inc-4	IV		inciso
iv -	cf-1988-art-36-inc-4	IV		inciso
iv-	cf-1988-art-36-inc-4	IV		inciso
par 1	cf-1988-art-36-par-1	§ 1		paragrafo
paragrafo 1	cf-1988-art-36-par-1	§ 1		paragrafo
§ 1	cf-1988-art-36-par-1	§ 1		paragrafo
§ 1º	cf-1988-art-36-par-1	§ 1		paragrafo
§1	cf-1988-art-36-par-1	§ 1		paragrafo
§1º	cf-1988-art-36-par-1	§ 1		paragrafo
par 2	cf-1988-art-36-par-2	§ 2		paragrafo
paragrafo 2	cf-1988-art-36-par-2	§ 2		paragrafo
§ 2	cf-1988-art-36-par-2	§ 2		paragrafo
§ 2º	cf-1988-art-36-par-2	§ 2		paragrafo
§2	cf-1988-art-36-par-2	§ 2		paragrafo
§2º	cf-1988-art-36-par-2	§ 2		paragrafo
par 3	cf-1988-art-36-par-3	§ 3		paragrafo
paragrafo 3	cf-1988-art-36-par-3	§ 3		paragrafo
§ 3	cf-1988-art-36-par-3	§ 3		paragrafo
§ 3º	cf-1988-art-36-par-3	§ 3		paragrafo
§3	cf-1988-art-36-par-3	§ 3		paragrafo
§3º	cf-1988-art-36-par-3	§ 3		paragrafo
par 4	cf-1988-art-36-par-4	§ 4		paragrafo
paragrafo 4	cf-1988-art-36-par-4	§ 4		paragrafo
§ 4	cf-1988-art-36-par-4	§ 4		paragrafo
§ 4º	cf-1988-art-36-par-4	§ 4		paragrafo
§4	cf-1988-art-36-par-4	§ 4		paragrafo
§4º	cf-1988-art-36-par-4	§ 4		paragrafo
art 37	cf-1988-art-37	Art. 37		artigo
art 37º	cf-1988-art-37	Art. 37		artigo
art. 37	cf-1988-art-37	Art. 37		artigo
art. 37º	cf-1988-art-37	Art. 37		artigo
artigo 37	cf-1988-art-37	Art. 37		artigo
artigo 37º	cf-1988-art-37	Art. 37		artigo
1	cf-1988-art-37-inc-1	I		inciso
1 -	cf-1988-art-37-inc-1	I		inciso
1-	cf-1988-art-37-inc-1	I		inciso
i	cf-1988-art-37-inc-1	I		inciso
i -	cf-1988-art-37-inc-1	I		inciso
i-	cf-1988-art-37-inc-1	I		inciso
inc 1	cf-1988-art-37-inc-1	I		inciso
inc i	cf-1988-art-37-inc-1	I		inciso
inc. 1	cf-1988-art-37-inc-1	I		inciso
inc. i	cf-1988-art-37-inc-1	I		inciso
inciso 1	cf-1988-art-37-inc-1	I		inciso
inciso i	cf-1988-art-37-inc-1	I		inciso
2	cf-1988-art-37-inc-2	II		inciso
2 -	cf-1988-art-37-inc-2	II		inciso
2-	cf-1988-art-37-inc-2	II		inciso
ii	cf-1988-art-37-inc-2	II		inciso
ii -	cf-1988-art-37-inc-2	II		inciso
ii-	cf-1988-art-37-inc-2	II		inciso
inc 2	cf-1988-art-37-inc-2	II		inciso
inc ii	cf-1988-art-37-inc-2	II		inciso
inc. 2	cf-1988-art-37-inc-2	II		inciso
inc. ii	cf-1988-art-37-inc-2	II		inciso
inciso 2	cf-1988-art-37-inc-2	II		inciso
inciso ii	cf-1988-art-37-inc-2	II		inciso
3	cf-1988-art-37-inc-3	III		inciso
3 -	cf-1988-art-37-inc-3	III		inciso
3-	cf-1988-art-37-inc-3	III		inciso
iii	cf-1988-art-37-inc-3	III		inciso
iii -	cf-1988-art-37-inc-3	III		inciso
iii-	cf-1988-art-37-inc-3	III		inciso
inc 3	cf-1988-art-37-inc-3	III		inciso
inc iii	cf-1988-art-37-inc-3	III		inciso
inc. 3	cf-1988-art-37-inc-3	III		inciso
inc. iii	cf-1988-art-37-inc-3	III		inciso
inciso 3	cf-1988-art-37-inc-3	III		inciso
inciso iii	cf-1988-art-37-inc-3	III		inciso
4	cf-1988-art-37-inc-4	IV		inciso
4 -	cf-1988-art-37-inc-4	IV		inciso
4-	cf-1988-art-37-inc-4	IV		inciso
inc 4	cf-1988-art-37-inc-4	IV		inciso
inc iv	cf-1988-art-37-inc-4	IV		inciso
inc. 4	cf-1988-art-37-inc-4	IV		inciso
inc. iv	cf-1988-art-37-inc-4	IV		inciso
inciso 4	cf-1988-art-37-inc-4	IV		inciso
inciso iv	cf-1988-art-37-inc-4	IV		inciso
iv	cf-1988-art-37-inc-4	IV		inciso
iv -	cf-1988-art-37-inc-4	IV		inciso
iv-	cf-1988-art-37-inc-4	IV		inciso
5	cf-1988-art-37-inc-5	V		inciso
5 -	cf-1988-art-37-inc-5	V		inciso
5-	cf-1988-art-37-inc-5	V		inciso
inc 5	cf-1988-art-37-inc-5	V		inciso
inc v	cf-1988-art-37-inc-5	V		inciso
inc. 5	cf-1988-art-37-inc-5	V		inciso
inc. v	cf-1988-art-37-inc-5	V		inciso
inciso 5	cf-1988-art-37-inc-5	V		inciso
inciso v	cf-1988-art-37-inc-5	V		inciso
v	cf-1988-art-37-inc-5	V		inciso
v -	cf-1988-art-37-inc-5	V		inciso
v-	cf-1988-art-37-inc-5	V		inciso
6	cf-1988-art-37-inc-6	VI		inciso
6 -	cf-1988-art-37-inc-6	VI		inciso
6-	cf-1988-art-37-inc-6	VI		inciso
inc 6	cf-1988-art-37-inc-6	VI		inciso
inc vi	cf-1988-art-37-inc-6	VI		inciso
inc. 6	cf-1988-art-37-inc-6	VI		inciso
inc. vi	cf-1988-art-37-inc-6	VI		inciso
inciso 6	cf-1988-art-37-inc-6	VI		inciso
inciso vi	cf-1988-art-37-inc-6	VI		inciso
vi	cf-1988-art-37-inc-6	VI		inciso
vi -	cf-1988-art-37-inc-6	VI		inciso
vi-	cf-1988-art-37-inc-6	VI		inciso
7	cf-1988-art-37-inc-7	VII		inciso
7 -	cf-1988-art-37-inc-7	VII		inciso
7-	cf-1988-art-37-inc-7	VII		inciso
inc 7	cf-1988-art-37-inc-7	VII		inciso
inc vii	cf-1988-art-37-inc-7	VII		inciso
inc. 7	cf-1988-art-37-inc-7	VII		inciso
inc. vii	cf-1988-art-37-inc-7	VII		inciso
inciso 7	cf-1988-art-37-inc-7	VII		inciso
inciso vii	cf-1988-art-37-inc-7	VII		inciso
vii	cf-1988-art-37-inc-7	VII		inciso
vii -	cf-1988-art-37-inc-7	VII		inciso
vii-	cf-1988-art-37-inc-7	VII		inciso
8	cf-1988-art-37-inc-8	VIII		inciso
8 -	cf-1988-art-37-inc-8	VIII		inciso
8-	cf-1988-art-37-inc-8	VIII		inciso
inc 8	cf-1988-art-37-inc-8	VIII		inciso
inc viii	cf-1988-art-37-inc-8	VIII		inciso
inc. 8	cf-1988-art-37-inc-8	VIII		inciso
inc. viii	cf-1988-art-37-inc-8	VIII		inciso
inciso 8	cf-1988-art-37-inc-8	VIII		inciso
inciso viii	cf-1988-art-37-inc-8	VIII		inciso
viii	cf-1988-art-37-inc-8	VIII		inciso
viii -	cf-1988-art-37-inc-8	VIII		inciso
viii-	cf-1988-art-37-inc-8	VIII		inciso
9	cf-1988-art-37-inc-9	IX		inciso
9 -	cf-1988-art-37-inc-9	IX		inciso
9-	cf-1988-art-37-inc-9	IX		inciso
inc 9	cf-1988-art-37-inc-9	IX		inciso
inc ix	cf-1988-art-37-inc-9	IX		inciso
inc. 9	cf-1988-art-37-inc-9	IX		inciso
inc. ix	cf-1988-art-37-inc-9	IX		inciso
inciso 9	cf-1988-art-37-inc-9	IX		inciso
inciso ix	cf-1988-art-37-inc-9	IX		inciso
ix	cf-1988-art-37-inc-9	IX		inciso
ix -	cf-1988-art-37-inc-9	IX		inciso
ix-	cf-1988-art-37-inc-9	IX		inciso
10	cf-1988-art-37-inc-10	X		inciso
10 -	cf-1988-art-37-inc-10	X		inciso
10-	cf-1988-art-37-inc-10	X		inciso
inc 10	cf-1988-art-37-inc-10	X		inciso
inc x	cf-1988-art-37-inc-10	X		inciso
inc. 10	cf-1988-art-37-inc-10	X		inciso
inc. x	cf-1988-art-37-inc-10	X		inciso
inciso 10	cf-1988-art-37-inc-10	X		inciso
inciso x	cf-1988-art-37-inc-10	X		inciso
x	cf-1988-art-37-inc-10	X		inciso
x -	cf-1988-art-37-inc-10	X		inciso
x-	cf-1988-art-37-inc-10	X		inciso
11	cf-1988-art-37-inc-11	XI		inciso
11 -	cf-1988-art-37-inc-11	XI		inciso
11-	cf-1988-art-37-inc-11	XI		inciso
inc 11	cf-1988-art-37-inc-11	XI		inciso
inc xi	cf-1988-art-37-inc-11	XI		inciso
inc. 11	cf-1988-art-37-inc-11	XI		inciso
inc. xi	cf-1988-art-37-inc-11	XI		inciso
inciso 11	cf-1988-art-37-inc-11	XI		inciso
inciso xi	cf-1988-art-37-inc-11	XI		inciso
xi	cf-1988-art-37-inc-11	XI		inciso
xi -	cf-1988-art-37-inc-11	XI		inciso
xi-	cf-1988-art-37-inc-11	XI		inciso
12	cf-1988-art-37-inc-12	XII		inciso
12 -	cf-1988-art-37-inc-12	XII		inciso
12-	cf-1988-art-37-inc-12	XII		inciso
inc 12	cf-1988-art-37-inc-12	XII		inciso
inc xii	cf-1988-art-37-inc-12	XII		inciso
inc. 12	cf-1988-art-37-inc-12	XII		inciso
inc. xii	cf-1988-art-37-inc-12	XII		inciso
inciso 12	cf-1988-art-37-inc-12	XII		inciso
inciso xii	cf-1988-art-37-inc-12	XII		inciso
xii	cf-1988-art-37-inc-12	XII		inciso
xii -	cf-1988-art-37-inc-12	XII		inciso
