com_id	artigo	process_class	process_number	process_key	relator	redator	julgamento_data	dje_data	turma	tema_rg	sumula_num	sumula_tipo	merito_status	stf_incidente	url_principal	urls_todas	link_labels	referencia	texto_preview	fonte_relator	fonte_processo
9471	cf-art-8																		A garantia constitucional assegurada ao empregado enquanto no cumprimento de mandato sindical (CF, art. 8º, VIII) não se destina a ele propriamente dito, ex intuitu personae , mas sim à representação 		
9472	cf-art-8																		Insubsistente o ingresso no serviço público ante o desrespeito à norma do inciso II do art. 37 da CF – aprovação em concurso –, descabe assentar a existência da estabilidade prevista no inciso VIII do		
9473	cf-art-8																		Interpretação restritiva do inciso VIII do art. 8º da CF: impossibilidade. Inexistência de norma legal ou constitucional que estabeleça distinção entre o dirigente sindical patronal e o dos trabalhado		
9492	cf-art-8																		Estabilidade sindical provisória (art. 8º, VIII, CF): não alcança o servidor público, regido por regime especial, ocupante de cargo em comissão e, concomitantemente, de cargo de direção no sindicato d		
9475	cf-art-8																		A formalidade prevista no art. 543, § 5º, da CLT – ciência do empregador da candidatura do empregado – não se mostrou incompatível com a norma do inciso VIII do art. 8º da CF, isto diante do princípio		
54784	cf-art-8																		A Constituição, conquanto haja estendido ao servidor público o exercício de prerrogativas próprias do empregado regido pelo direito comum do trabalho (...), cuidou de estabelecer limitações indispensá		
9490	cf-art-8																		A condição de dirigente ou representante sindical não impede a exoneração do servidor público estatutário, regularmente reprovado em estágio probatório (...).		
9470	cf-art-8	MI	144	MI_144											https://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=81750	https://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=81750	MI 144		Estabilidade sindical provisória (...); reconhecimento da garantia aos diretores eleitos, na assembleia constitutiva da entidade sindical, desde, pelo menos, a data do pedido de registro no Ministério		link
9491	cf-art-8																		Os preceitos insculpidos no inciso VIII do art. 8º da CF e no art. 543 da CLT não alcançam a disponibilidade. Descabe confundi-la com a cessação imotivada do contrato individual de trabalho. Sendo o d		
78376	cf-art-9																		Repercussão geral O exercício do direito de greve, sob qualquer forma ou modalidade, é vedado aos policiais civis e a todos os servidores públicos que atuem diretamente na área de segurança pública. 2		
10292	cf-art-12																		O brasileiro nato, quaisquer que sejam as circunstâncias e a natureza do delito, não pode ser extraditado, pelo Brasil, a pedido de Governo estrangeiro, pois a Constituição da República, em cláusula q		
10011	cf-art-12																		Nacionalidade brasileira de quem, nascido no estrangeiro, é filho de pai ou mãe brasileiros, que não estivesse a serviço do Brasil: evolução constitucional e situação vigente. Na Constituição de 1946,		
10310	cf-art-12																		Não tem procedência, na espécie, a invocação do art. 77, I, da Lei 6.815/1980, segundo o qual não se dará a extradição de brasileiro, salvo se a aquisição dessa nacionalidade verificar-se após o fato 		
34110	cf-art-12																		A aplicação da regra da alínea b do inciso II do art. 12 da CF pressupõe a prova inequívoca de que o extraditando requereu e obteve a nacionalidade brasileira.		
94153	cf-art-13	ADI	7644	ADI_7644	Flávio Dino		24	29	P						https://portal.stf.jus.br/processos/downloadPeca.asp?id=15368685108&amp;ext=.pdf	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15368685108&amp;ext=.pdf	ADI 7.644 MC-REF	 ADI 7.644 MC-REF , rel. min. Flávio Dino, j. 24.06.2024, P, DJE de 29.07.2024.	Controle concentrado de constitucionalidade Qualquer mudança jurídica no ensino do idioma oficial brasileiro, tal como atualmente disciplinado pela União, depende do exercício de sua competência priva	ref	ref
90893	cf-art-14	ADPF	1013	ADPF_1013	Luís Roberto Barroso		18-10-2023	5-2-2024	P						https://portal.stf.jus.br/processos/downloadPeca.asp?id=15364153803&amp;ext=.pdf	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15364153803&amp;ext=.pdf	ADPF 1.013	 ADPF 1.013 , rel. min. Luís Roberto Barroso, j. 18-10-2023, P, DJE de 5-2-2024.	Controle concentrado de constitucionalidade Arguição de descumprimento de preceito fundamental contra a omissão do poder público em ofertar, nos dias das eleições, transporte público gratuito e em fre	ref	ref
88912	cf-art-14	ADI	4513	ADI_4513	Luís Roberto Barroso		13-4-2023	25-5-2023	P						https://portal.stf.jus.br/processos/downloadPeca.asp?id=15358260292&amp;ext=.pdf	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15358260292&amp;ext=.pdf | https://portal.stf.jus.br/processos/downloadPeca.asp?id=15358260330&amp;ext=.pdf | https://portal.stf.jus.br/processos/downloadPeca.asp?id=15358260300&amp;ext=.pdf	ADI 4.513 | ADI 4.542 | ADPF 223	 ADI 4.513 , ADI 4.542 e ADPF 223 , rel. min. Roberto Barroso, j. 13-4-2023, P, DJE de 25-5-2023.	A leitura do parágrafo único do art. 16-A da Lei nº 9.504/1997 que pretenda impedir que os votos dados aos candidatos com registro deferido ou não apreciado no dia da eleição sejam, como regra geral, 	ref	ref
83483	cf-art-14																		Identificação do eleitor no dia da votação. (...) Exigência de apresentação concomitante do título eleitoral e de documento oficial com foto. Desproporcionalidade da medida. Interferência no direito a		
78636	cf-art-14																		Legitimidade do Congresso Nacional para adoção de sistemas e procedimentos de escrutínio eleitoral com observância das garantias de sigilosidade e liberdade do voto (CF, arts. 14 e 60, § 4º, II). Mode		
71695	cf-art-14	MS	26602	MS_26602											http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=555539	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=555539 | http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=570121 | http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=552057	MS 26.602 | MS 26.603 | MS 26.604		Inaplicabilidade da regra de perda do mandato por infidelidade partidária ao sistema eleitoral majoritário. (...) As decisões no MS 26.602 , no MS 26.603 e no MS 26.604 tiveram como pano de fundo o si		link
3056	cf-art-14																		A cláusula tutelar inscrita no art. 14, caput , da Constituição tem por destinatário específico e exclusivo o eleitor comum, no exercício das prerrogativas inerentes ao status activae civitatis . Essa		
81367	cf-art-14																		Repercussão geral A realização de novas eleições nos casos em que o candidato mais votado tiver o registro da candidatura indeferido, independentemente do número de votos, reafirma a soberania popular		
78941	cf-art-14																		Controle concentrado de constitucionalidade O exercício do direito de voto é componente essencial da democracia representativa. O alistamento eleitoral e sua revisão periódica são indispensáveis para 		
3062	cf-art-14																		O domicílio eleitoral na circunscrição e a filiação partidária, constituindo condições de elegibilidade (CF, art. 14, § 3º), revelam-se passíveis de válida disciplinação mediante simples lei ordinária		
3061	cf-art-14																		As condições de elegibilidade (CF, art. 14, § 3º) e as hipóteses de inelegibilidade (CF, art. 14, § 4º a § 8º), inclusive aquelas decorrentes de legislação complementar (CF, art. 14, § 9º), aplicam-se		
88913	cf-art-14	ADI	4513	ADI_4513	Luís Roberto Barroso		13-4-2023	25-5-2023	P						https://portal.stf.jus.br/processos/downloadPeca.asp?id=15358260292&amp;ext=.pdf	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15358260292&amp;ext=.pdf | https://portal.stf.jus.br/processos/downloadPeca.asp?id=15358260330&amp;ext=.pdf | https://portal.stf.jus.br/processos/downloadPeca.asp?id=15358260300&amp;ext=.pdf	ADI 4.513 | ADI 4.542 | ADPF 223	 ADI 4.513 , ADI 4.542 e ADPF 223 , rel. min. Roberto Barroso, j. 13-4-2023, P, DJE de 25-5-2023.	Controle concentrado de constitucionalidade A leitura do parágrafo único do art. 16-A da Lei nº 9.504/1997 que pretenda impedir que os votos dados aos candidatos com registro deferido ou não apreciado	ref	ref
78838	cf-art-14	ADI	5398	ADI_5398	Luís Roberto Barroso		9-5-2018	20-11-2018	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=748684723	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=748684723	ADI 5.398-MC-REF	 ADI 5.398-MC-REF , rel. min. Roberto Barroso, j. 9-5-2018, P, DJE de 20-11-2018.	O artigo 22-A da Lei 9.096/1995, introduzido pela Lei 13.165, de 29 de setembro de 2015 (minirreforma eleitoral de 2015), excluiu, a contrario sensu , a criação de nova legenda como hipótese de justa 	ref	ref
71696	cf-art-14	MS	26602	MS_26602											http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=555539	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=555539 | http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=570121 | http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=552057	MS 26.602 | MS 26.603 | MS 26.604		Inaplicabilidade da regra de perda do mandato por infidelidade partidária ao sistema eleitoral majoritário. (...) As decisões no MS 26.602 , no MS 26.603 e no MS 26.604 tiveram como pano de fundo o si		link
68497	cf-art-14																		A definição de limitações ao exercício das funções eleitorais pelos partidos políticos é decreto de ordem excepcional, ressalva feita àquelas condicionantes oriundas da CF, a exemplo do art. 17 do Tex		
59362	cf-art-14																		Fidelidade partidária. Ação direta de inconstitucionalidade ajuizada contra as Resoluções 22.610/2007 e 22.733/2008, que disciplinam a perda do cargo eletivo e o processo de justificação da desfiliaçã		
48685	cf-art-14																		Mandado de segurança contra ato do presidente da Câmara dos Deputados. Vacância dos cargos de deputado federal dos litisconsortes passivos, deputados federais eleitos pelo partido impetrante e transfe		
76181	cf-art-14	RE	597994	RE_597994		Eros Grau	4-6-2009	28-8-2009	P	172			julgado		http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=601811	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=601811	RE 597.994	 RE 597.994 , red. do ac. min. Eros Grau, j. 4-6-2009, P, DJE de 28-8-2009, Tema 172, com mérito julgado.	Não há, efetivamente, direito adquirido do membro do Ministério Público a candidatar-se ao exercício de novo mandado político. O que socorre a recorrente é o direito atual – não adquirido no passado, 		ref
28050	cf-art-14																		Vice-governador eleito duas vezes para o cargo de vice-governador. No segundo mandato de vice, sucedeu o titular. Certo que, no seu primeiro mandato de vice, teria substituído o governador. Possibilid		
93893	cf-art-14	ADPF	1089	ADPF_1089	Cármen Lúcia		05	06	P						https://portal.stf.jus.br/processos/downloadPeca.asp?id=15369937834&amp;ext=.pdf	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15369937834&amp;ext=.pdf	ADPF 1.089 MC	 ADPF 1.089 MC , rel. min. Cármen Lúcia, j. 05.06.2024, P, DJE de 06.09.2024.	Controle concentrado de constitucionalidade Não contraria o § 7º do art. 14 da Constituição da República a prática de ocupação do cargo de Presidente das Casas Legislativas (Federal, Estadual, Distrit	ref	ref
81159	cf-art-14																		Repercussão geral As hipóteses de inelegibilidade previstas no art. 14, § 7º, da Constituição Federal, inclusive quanto ao prazo de seis meses, são aplicáveis às eleições suplementares.		
68438	cf-art-14										18	vinculante							O que orientou a edição da Súmula Vinculante 18 e os recentes precedentes do STF foi a preocupação de inibir que a dissolução fraudulenta ou simulada de sociedade conjugal seja utilizada como mecanism		
75295	cf-art-14	RE	568596	RE_568596	Ricardo Lewandowski			21-11-2008	P	61			julgado		http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=564265	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=564265	RE 568.596	 RE 568.596 , rel. min. Ricardo Lewandowski, j. 1º-10-2008, P, DJE de 21-11-2008, Tema 61, com mérito julgado.	A dissolução da sociedade conjugal no curso do mandato não afasta a inelegibilidade prevista no art. 14, § 7º, da CF. Se a separação judicial ocorrer em meio à gestão do titular do cargo que gera a ve	ref	ref
78916	cf-art-14																		Julgados Correlatos (...) mesmo na hipótese de mandato-tampão, inexiste tratamento diferenciado em relação ao mandato regular, de tal modo que o recorrente, embora pudesse validamente eleger-se (como 		
47942	cf-art-14																		O art. 14, § 7º, da Constituição do Brasil deve ser interpretado de maneira a dar eficácia e efetividade aos postulados republicanos e democráticos da Constituição, evitando-se a perpetuidade ou along		
3077	cf-art-14																		Art. 14, § 7º, parte final, da CF. Cláusula de inelegibilidade. Exceção. Interpretação restritiva que alcança, tão somente, os titulares de mandato eletivo e não beneficia os suplentes.		
3075	cf-art-14																		A evolução do direito eleitoral brasileiro, no campo das inelegibilidades, girou durante décadas em torno do princípio basilar da vedação de reeleição para o período imediato dos titulares do Poder Ex		
40410	cf-art-14																		É inelegível o filho do prefeito titular que haja exercido por qualquer tempo o mandato no período imediatamente anterior – Constituição, art. 14, § 7º – sem que se possa considerar modificado esse pr		
10572	cf-art-14																		Inelegibilidade de cunhado de governador (art. 14, § 7º, da Constituição). Condição a ser objetivamente verificada, sem caber a indagação subjetiva, acerca da filiação partidária das pessoas envolvida		
22130	cf-art-14																		A causa de inelegibilidade prevista no art. 14, § 7º, da Constituição alcança a cunhada de governador quando concorre a cargo eletivo de Município situado no mesmo Estado.		
23830	cf-art-14																		É inelegível para o cargo de prefeito de Município resultante de desmembramento territorial o irmão do atual chefe do Poder Executivo do município-mãe. O regime jurídico das inelegibilidades comporta 		
92633	cf-art-14	RE	1452937	RE_1452937	Gilmar Mendes		15	26	P						https://portal.stf.jus.br/processos/downloadPeca.asp?id=15366536837&amp;ext=.pdf	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15366536837&amp;ext=.pdf	RE 1.452.937 AgR-segundo	 RE 1.452.937 AgR-segundo , rel. min. Gilmar Mendes, j. 15.04.2024, P, DJE de 26.04.2024.	Julgados Correlatos Dispositivos legais que permitem o retorno de militares ao serviço da ativa após o encerramento de mandato eletivo. (...) Desrespeito ao art. 14, § 8º, da CF/88. Militares com mais	ref	ref
3080	cf-art-14	AI	189907	AI_189907	Marco Aurélio		29-9-1997	21-11-1997	2ª T						https://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=282612	https://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=282612	AI 189.907 AgR	 AI 189.907 AgR , rel. min. Marco Aurélio, j. 29-9-1997, 2ª T, DJ de 21-11-1997.	Longe fica de contrariar o inciso II do § 8º do art. 14 da CF provimento que implique reconhecer ao militar candidato o direito a licença remunerada, quando conte mais de dez anos de serviço. [ AI 189	ref	ref
3081	cf-art-14																		Militar da ativa (sargento) com mais de dez anos de serviço. Elegibilidade. Filiação partidária. (...) Se o militar da ativa é alistável, é ele elegível (CF, art. 14, § 8º). Porque não pode ele filiar		
88243	cf-art-14																		Controle concentrado de constitucionalidade A consequência prevista no § 2º do art. 30-A da Lei nº 9.504/97 cinge-se à negativa do diploma ou à sua cassação, caso já expedido, o que não caracteriza sa		
83356	cf-art-14																		Inadequação da espécie, sequer demonstrado de forma satisfatória que o parâmetro fático-social decorrente da implementação das medidas de enfrentamento à pandemia da COVID-19 ora traduza situação just		
63613	cf-art-14																		A elegibilidade é a adequação do indivíduo ao regime jurídico – constitucional e legal complementar – do processo eleitoral, razão pela qual a aplicação da LC 135/2010 com a consideração de fatos ante		
41881	cf-art-14																		Art. 41-A da Lei 9.504/1997. Captação de sufrágio. As sanções de cassação do registro ou do diploma previstas pelo art. 41-A da Lei 9.504/1997 não constituem novas hipóteses de inelegibilidade.		
40370	cf-art-14																		O domicílio eleitoral na circunscrição e a filiação partidária, constituindo condições de elegibilidade (CF, art. 14, § 3º), revelam-se passíveis de válida disciplinação mediante simples lei ordinária		
10452	cf-art-14																		As condições de elegibilidade (CF, art. 14, § 3º) e as hipóteses de inelegibilidade (CF, art. 14, § 4º a § 8º), inclusive aquelas decorrentes de legislação complementar (CF, art. 14, § 9º), aplicam-se		
77999	cf-art-14																		Repercussão geral A condenação por abuso do poder econômico ou político em ação de investigação judicial eleitoral transitada em julgado, ex vi do art. 22, XIV, da LC 64/90, em sua redação primitiva, 		
89816	cf-art-15	RE	1282553	RE_1282553	Alexandre de Moraes		4-10-2023	12-12-2023	P	1			julgado	5975355	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15363684461&amp;ext=.pdf	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15363684461&amp;ext=.pdf | https://portal.stf.jus.br/jurisprudenciaRepercussao/verAndamentoProcesso.asp?incidente=5975355&amp;numeroProcesso=1282553&amp;classeProcesso=RE&amp;numeroTema=1190	RE 1.282.553 | Tema 1.190	 RE 1.282.553 , rel. min. Alexandre de Moraes, j. 4-10-2023, P, DJE de 12-12-2023, Tema 1.190 , com mérito julgado.	Repercussão geral É inconstitucional, por violação aos princípios da dignidade da pessoa humana e do valor social do trabalho (CF, artigo 1º, III e IV), a vedação a que candidato aprovado em concurso 	ref	ref
81216	cf-art-15	RE	601182	RE_601182		Alexandre de Moraes	8-5-2019	2-10-2019	P	370			julgado		http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=751082679	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=751082679 | http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=24936	RE 601.182 | RMS 22.470 AgR	 RE 601.182 , voto do red. do ac. min. Alexandre de Moraes, j. 8-5-2019, P, DJE de 2-10-2019, Tema 370, com mérito julgado.	A regra de suspensão dos direitos políticos, prevista no art. 15, III, da Constituição Federal, é autoaplicável e consequência imediata da sentença penal condenatória transitada em julgado, independen		ref
3093	cf-art-15																		À incidência da regra do art. 15, III, da Constituição, sobre os condenados na sua vigência, não cabe opor a circunstância de ser o fato criminoso anterior à promulgação dela a fim de invocar a garant		
3094	cf-art-15																		A norma inscrita no art. 15, III, da Constituição reveste-se de autoaplicabilidade, independendo, para efeito de sua imediata incidência, de qualquer ato de intermediação legislativa. Essa circunstânc		
94773	cf-art-16	ADI	7212	ADI_7212	André Mendonça	Gilmar Mendes	01	27	P						https://portal.stf.jus.br/processos/downloadPeca.asp?id=15377088245&amp;ext=.pdf	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15377088245&amp;ext=.pdf	ADI 7.212	 ADI 7.212 , rel. min. André Mendonça, red. do ac. min. Gilmar Mendes, j. 01.08.2024, P, DJE de 27.05.2025.	Emenda Constitucional 123/2022. Reconhecimento de estado de emergência. Criação e ampliação de programas sociais em ano eleitoral. Violação ao núcleo essencial da anterioridade eleitoral, da paridade 	ref	ref
87636	cf-art-16	ADI	7178	ADI_7178	Dias Toffoli		17-12-2022	24-2-2023	P						https://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=765743583	https://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=765743583	ADI 7.178	 ADI 7.178 , rel. min. Dias Toffoli, j. 17-12-2022, P, DJE de 24-2-2023.	Lei nº 14.356, de 31 de maio de 2022. Alteração do art. 73, inciso VII, da Lei nº 9.504/97. Critérios. Média de gastos com publicidade institucional. Violação dos princípios da anualidade eleitoral e 	ref	ref
87161	cf-art-16																		O art. 12, XXVII, da Lei 14.194/2021 não inaugura forma de financiamento das campanhas eleitorais nem altera o processo eleitoral, de modo que se mostra impropria a observância do princípio da anterio		
77578	cf-art-16																		Eleições. Debates eleitorais. (...) Alteração do art. 46, caput , da Lei 9.405/1997. (...) Ausência de óbice formal à aplicação do novo regime jurídico da Lei 9.504/1997, com as alterações introduzida		
55747	cf-art-16	ADI	4307	ADI_4307	Cármen Lúcia		11-4-2013		P						https://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=4597944	https://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=4597944	ADI 4.307	 ADI 4.307 , rel. min. Cármen Lúcia, j. 11-4-2013, P, DJE de 1º-10-2013.	EC 58/2009. (...) Norma que determina a retroação dos efeitos de regras constitucionais de composição das câmaras municipais em pleito ocorrido e encerrado: afronta à garantia do exercício da cidadani	ref	ref
55382	cf-art-16																		A reserva de lei constante do art. 81, § 1º, da CF, que é nítida e especialíssima exceção ao cânone do exercício direto do sufrágio, diz respeito tão só ao regime de dupla vacância dos cargos de presi		
35630	cf-art-16																		Lei 11.300/2006 (minirreforma eleitoral). Alegada ofensa ao princípio da anterioridade da lei eleitoral (CF, art. 16). Inocorrência. Mero aperfeiçoamento dos procedimentos eleitorais. Inexistência de 		
33150	cf-art-16	ADI	354	ADI_354											https://portal.stf.jus.br/jurisprudencia/obterInteiroTeor.asp?numero=354&amp;classe=ADI	https://portal.stf.jus.br/jurisprudencia/obterInteiroTeor.asp?numero=354&amp;classe=ADI | https://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=266590 | http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=613536	ADI 354 | ADI 939 | ADI 3.345		A inovação trazida pela EC 52/2006 conferiu status constitucional à matéria até então integralmente regulamentada por legislação ordinária federal, provocando, assim, a perda da validade de qualquer r		link
24370	cf-art-16																		A norma consubstanciada no art. 16 da Constituição da República, que consagra o postulado da anterioridade eleitoral (cujo precípuo destinatário é o Poder Legislativo), vincula-se, em seu sentido tele		
3262	cf-art-16																		Município: criação em ano de eleições municipais: não incidência do art. 16 da CF. No contexto normativo do art. 16, CF – que impõe a vacatio de um ano às leis que o alterem –, processo eleitoral é pa		
76976	cf-art-16																		A matéria em discussão nestes autos, acerca da aplicação da chamada Lei da Ficha Limpa (Lei Complementar nº 135/2010) às eleições gerais de 2010, já teve sua repercussão geral reconhecida pelo Supremo		
61804	cf-art-16																		A competição eleitoral se inicia exatamente um ano antes da data das eleições e, nesse interregno, o art. 16 da Constituição exige que qualquer modificação nas regras do jogo não terá eficácia imediat		
84536	cf-art-17																		Controle concentrado de constitucionalidade É constitucional a norma legal pela qual se impõe restrição temporal para a fusão ou incorporação de partidos políticos.		
81736	cf-art-17																		Pela Constituição da República se assegura a livre criação, fusão e incorporação de partidos políticos, condicionadas aos princípios do sistema democrático representativo e do pluripartidarismo. São c		
78416	cf-art-17																		Resolução da Câmara dos Deputados. (...) Ato que disciplina a distribuição de servidores por gabinete de liderança a cada nova eleição com base na representatividade do partido. (...) Os critérios equ		
72479	cf-art-17																		Ofensa aos princípios fundamentais democrático e da igualdade política. Premissas teóricas. Postura particularista e expansiva da Suprema Corte na salvaguarda dos pressupostos democráticos. Sensibilid		
68498	cf-art-17																		A definição de limitações ao exercício das funções eleitorais pelos partidos políticos é decreto de ordem excepcional, ressalva feita àquelas condicionantes oriundas da CF, a exemplo do art. 17 do Tex		
64538	cf-art-17																		Extrai-se do princípio da liberdade de criação e transformação de partidos políticos contido no caput do art. 17 da Constituição da República o fundamento constitucional para reputar como legítimo o e		
36653	cf-art-17																		Partido político. Funcionamento parlamentar. Propaganda partidária gratuita. Fundo partidário. Surge conflitante com a CF lei que, em face da gradação de votos obtidos por partido político, afasta o f		
96906	cf-art-17	ADI	7415	ADI_7415	André Mendonça		01	11	P						https://portal.stf.jus.br/processos/downloadPeca.asp?id=15380053263&amp;ext=.pdf	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15380053263&amp;ext=.pdf	ADI 7.415	II, “ c” 1ª parte; II, “c”, 2ª parte;  ADI 7.415 , rel. min. André Mendonça, j. 01.09.2025, P, DJE de 11.09.2025.	O cerne da controvérsia envolve os temas da responsabilidade civil dos diretórios partidários e da eventual solidariedade passiva entre os órgãos partidários nacional, estadual e municipal. Ambas as q	ref	ref
86417	cf-art-17	ACO	31	ACO_31	Dias Toffoli		22-9-2021	15-2-2022	P					2003069	http://portal.stf.jus.br/processos/detalhe.asp?incidente=2003069	http://portal.stf.jus.br/processos/detalhe.asp?incidente=2003069	ACO 31	 ACO 31 , rel. min. Dias Toffoli, j. 22-9-2021, P, DJE de 15-2-2022.	A regra de responsabilização exclusiva do diretório partidário que, direta e individualmente, contrair obrigação, violar direito, ou, por qualquer modo, causar dano a outrem não ofende o caráter nacio	ref	ref
81901	cf-art-17																		A determinação constitucional de caráter nacional dos partidos políticos objetiva impedir a proliferação de agremiações sem expressão política, que podem atuar como 'legendas de aluguel', fraudando a 		
64555	cf-art-17																		O conteúdo do art. 45, § 6º, da Lei 9.504/1997 não afronta a exigência de observância do caráter nacional pelos partidos políticos, reforçando, ao contrário, as diretrizes de tal exigência constitucio		
96879	cf-art-17	ADI	7677	ADI_7677	Alexandre de Moraes		21	22	P						https://portal.stf.jus.br/processos/downloadPeca.asp?id=15379321963&amp;ext=.pdf	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15379321963&amp;ext=.pdf	ADI 7.677	 ADI 7.677 , rel. min. Alexandre de Moraes, j. 21.05.2025, P, DJE de 22.08.2025.	É constitucional a norma do TSE que condiciona a obtenção da certidão de quitação eleitoral à apresentação tempestiva das contas de campanha. A apresentação extemporânea das contas não afasta os efeit	ref	ref
94353	cf-art-17	ADI	4899	ADI_4899	Dias Toffoli		07	14	P						https://portal.stf.jus.br/processos/downloadPeca.asp?id=15369080862&amp;ext=.pdf	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15369080862&amp;ext=.pdf	ADI 4.899	 ADI 4.899 , rel. min. Dias Toffoli, j. 07.08.2024, P, DJE de 14.08.2024.	Controle Concentrado de Constitucionalidade O dever de prestar contas à Justiça Eleitoral imposto aos partidos políticos, previsto no art. 17, inciso III, da Constituição Federal, decorre da necessida	ref	ref
78097	cf-art-17	ADI	5394	ADI_5394	Alexandre de Moraes		22-3-2018	18-2-2019	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=749168081	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=749168081	ADI 5.394	 ADI 5.394 , rel. min. Alexandre de Moraes, j. 22-3-2018, P, DJE de 18-2-2019.	Art. 28, §12, da Lei Federal 9.504/1997 (Lei das Eleições). Os princípios democrático e republicano repelem a manutenção de expedientes ocultos no que concerne ao funcionamento da máquina estatal em s	ref	ref
96898	cf-art-17	ADI	7649	ADI_7649	Edson Fachin		25	08	P						https://portal.stf.jus.br/processos/downloadPeca.asp?id=15379880297&amp;ext=.pdf	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15379880297&amp;ext=.pdf	ADI 7.649	 ADI 7.649 , rel. min. Edson Fachin, j. 25.08.2025, P, DJE de 08.09.2025.	O art. 17, IV, da Constituição Federal assegura o funcionamento parlamentar dos partidos políticos “de acordo com a lei”, atribuindo ao legislador federal a tarefa de regulamentar o tema, o que foi fe	ref	ref
96907	cf-art-17	ADI	7415	ADI_7415	André Mendonça		01	11	P						https://portal.stf.jus.br/processos/downloadPeca.asp?id=15380053263&amp;ext=.pdf	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15380053263&amp;ext=.pdf	ADI 7.415	II, “ c” 1ª parte; II, “c”, 2ª parte;  ADI 7.415 , rel. min. André Mendonça, j. 01.09.2025, P, DJE de 11.09.2025.	O cerne da controvérsia envolve os temas da responsabilidade civil dos diretórios partidários e da eventual solidariedade passiva entre os órgãos partidários nacional, estadual e municipal. Ambas as q	ref	ref
96852	cf-art-17	ADI	7021	ADI_7021	Luís Roberto Barroso		06	11	P						https://portal.stf.jus.br/processos/downloadPeca.asp?id=15382106647&amp;ext=.pdf	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15382106647&amp;ext=.pdf	ADI 7.021	 ADI 7.021 , rel. min. Luís Roberto Barroso, j. 06.08.2025, P, DJE de 11.11.2025.	“1. É constitucional a Lei nº 14.208/2021, que institui as federações partidárias, salvo quanto ao prazo para seu registro, que deverá ser o mesmo aplicável aos partidos políticos. Excepcionalmente, n	ref	ref
