index	block_type	html_class	norm_anchor	norm_anchor_type	editorial_category	text	links_count	first_link	bracket_meta
9839	A_normativo	inc	I - relativamente a bens imóveis e respectivos direitos, compete ao Estado da situação do bem, ou ao	inc		II - relativamente a bens móveis, títulos e créditos, compete ao Estado onde era domiciliado ode cujus, ou tiver domicílio o doador, ou ao Distrito Federal; (Redação dada pela EC n. 132/2023)	0		
9842	A_normativo	inc	II - relativamente a bens móveis, títulos e créditos, compete ao Estado onde era domiciliado ode cuj	inc		III - terá competência para sua instituição regulada por lei complementar:	0		
9846	A_normativo	ali	III - terá competência para sua instituição regulada por lei complementar:	inc	repercussao_geral	a) se o doador tiver domicilio ou residência no exterior;	0		
9847	A_normativo	ali	a) se o doador tiver domicilio ou residência no exterior;	ali		b) se o de cujus possuía bens, era residente ou domiciliado ou teve o seu inventário processado no exterior;	0		
9848	A_normativo	inc	b) se o de cujus possuía bens, era residente ou domiciliado ou teve o seu inventário processado no e	ali		IV - terá suas alíquotas máximas fixadas pelo Senado Federal;	0		
9852	A_normativo	inc	IV - terá suas alíquotas máximas fixadas pelo Senado Federal;	inc	julgados_correlatos	V - não incidirá sobre as doações destinadas, no âmbito do Poder Executivo da União, a projetos socioambientais ou destinados a mitigar os efeitos das mudanças climáticas e às instituições federais de ensino. (Incluído pela EC n. 126/2022)	0		
9853	A_normativo	inc	V - não incidirá sobre as doações destinadas, no âmbito do Poder Executivo da União, a projetos soci	inc		VI - será progressivo em razão do valor do quinhão, do legado ou da doação; (Incluído pela EC n. 132/2023)	0		
9854	A_normativo	inc	VI - será progressivo em razão do valor do quinhão, do legado ou da doação; (Incluído pela EC n. 132	inc		VII - não incidirá sobre as transmissões e as doações para as instituições sem fins lucrativos com finalidade de relevância pública e social, inclusive as organizações assistenciais e beneficentes de entidades religiosas e institutos científicos e tecnológicos, e por elas realizadas na consecução do	0		
9855	A_normativo	par	VII - não incidirá sobre as transmissões e as doações para as instituições sem fins lucrativos com f	inc		§ 2º O imposto previsto no inciso II atenderá ao seguinte: (Redação da EC 3/1993)	0		
9860	A_normativo	inc	§ 2º O imposto previsto no inciso II atenderá ao seguinte: (Redação da EC 3/1993)	par	julgados_correlatos	I - será não cumulativo, compensando-se o que for devido em cada operação relativa à circulação de mercadorias ou prestação de serviços com o montante cobrado nas anteriores pelo mesmo ou outro Estado ou pelo Distrito Federal;	0		
9890	A_normativo	inc	I - será não cumulativo, compensando-se o que for devido em cada operação relativa à circulação de m	inc	repercussao_geral	II - a isenção ou não incidência, salvo determinação em contrário da legislação:	0		
9894	A_normativo	ali	II - a isenção ou não incidência, salvo determinação em contrário da legislação:	inc	julgados_correlatos	a) não implicará crédito para compensação com o montante devido nas operações ou prestações seguintes;	0		
9895	A_normativo	ali	a) não implicará crédito para compensação com o montante devido nas operações ou prestações seguinte	ali		b) acarretará a anulação do crédito relativo às operações anteriores;	0		
9902	A_normativo	inc	b) acarretará a anulação do crédito relativo às operações anteriores;	ali	julgados_correlatos	III - poderá ser seletivo, em função da essencialidade das mercadorias e dos serviços;	0		
9904	A_normativo	inc	III - poderá ser seletivo, em função da essencialidade das mercadorias e dos serviços;	inc	repercussao_geral	IV - resolução do Senado Federal, de iniciativa do Presidente da República ou de um terço dos Senadores, aprovada pela maioria absoluta de seus membros, estabelecerá as alíquotas aplicáveis às operações e prestações, interestaduais e de exportação;	0		
9910	A_normativo	inc	IV - resolução do Senado Federal, de iniciativa do Presidente da República ou de um terço dos Senado	inc	julgados_correlatos	V - é facultado ao Senado Federal:	0		
9911	A_normativo	ali	V - é facultado ao Senado Federal:	inc		a) estabelecer alíquotas mínimas nas operações internas, mediante resolução de iniciativa de um terço e aprovada pela maioria absoluta de seus membros;	0		
9912	A_normativo	ali	a) estabelecer alíquotas mínimas nas operações internas, mediante resolução de iniciativa de um terç	ali		b) fixar alíquotas máximas nas mesmas operações para resolver conflito específico que envolva interesse de Estados, mediante resolução de iniciativa da maioria absoluta e aprovada por dois terços de seus membros;	0		
9914	A_normativo	inc	b) fixar alíquotas máximas nas mesmas operações para resolver conflito específico que envolva intere	ali	controle_concentrado	VI - salvo deliberação em contrário dos Estados e do Distrito Federal, nos termos do disposto no inciso XII, g , as alíquotas internas, nas operações relativas à circulação de mercadorias e nas prestações de serviços, não poderão ser inferiores às previstas para as operações interestaduais;	0		
9915	A_normativo	inc	VI - salvo deliberação em contrário dos Estados e do Distrito Federal, nos termos do disposto no inc	inc		VII - nas operações e prestações que destinem bens e serviços a consumidor final, contribuinte ou não do imposto, localizado em outro Estado, adotar-se-á a alíquota interestadual e caberá ao Estado de localização do destinatário o imposto correspondente à diferença entre a alíquota interna do Estado	0		
9923	A_normativo	ali	VII - nas operações e prestações que destinem bens e serviços a consumidor final, contribuinte ou nã	inc	julgados_correlatos	a) (Revogada pela EC n. 87/2015)	0		
9927	A_normativo	ali	a) (Revogada pela EC n. 87/2015)	ali		b) (Revogada pela EC n. 87/2015)	0		
9931	A_normativo	inc	b) (Revogada pela EC n. 87/2015)	ali		VIII - a responsabilidade pelo recolhimento do imposto correspondente à diferença entre a alíquota interna e a interestadual de que trata o inciso VII será atribuída: (Redação da EC 87/2015)	0		
9937	A_normativo	ali	VIII - a responsabilidade pelo recolhimento do imposto correspondente à diferença entre a alíquota i	inc	julgados_correlatos	a) ao destinatário, quando este for contribuinte do imposto; (Incluída pela EC 87/2015)	0		
9938	A_normativo	ali	a) ao destinatário, quando este for contribuinte do imposto; (Incluída pela EC 87/2015)	ali		b) ao remetente, quando o destinatário não for contribuinte do imposto; (Incluída pela EC 87/2015)	0		
9939	A_normativo	inc	b) ao remetente, quando o destinatário não for contribuinte do imposto; (Incluída pela EC 87/2015)	ali		IX - incidirá também:	0		
9940	A_normativo	ali	IX - incidirá também:	inc		a)sobre a entrada de bem ou mercadoria importados do exterior por pessoa física ou jurídica, ainda que não seja contribuinte habitual do imposto, qualquer que seja a sua finalidade, assim como sobre o serviço prestado no exterior, cabendo o imposto ao Estado onde estiver situado o domicílio ou o est	0		
9954	A_normativo	ali	a)sobre a entrada de bem ou mercadoria importados do exterior por pessoa física ou jurídica, ainda q	ali	julgados_correlatos	b) sobre o valor total da operação, quando mercadorias forem fornecidas com serviços não compreendidos na competência tributária dos Municípios;	0		
9956	A_normativo	inc	b) sobre o valor total da operação, quando mercadorias forem fornecidas com serviços não compreendid	ali	repercussao_geral	X - não incidirá:	0		
9959	A_normativo	ali	X - não incidirá:	inc	repercussao_geral	a) sobre operações que destinem mercadorias para o exterior, nem sobre serviços prestados a destinatários no exterior, assegurada a manutenção e o aproveitamento do montante do imposto cobrado nas operações e prestações anteriores; (Redação da EC 42/2003)	0		
9969	A_normativo	ali	a) sobre operações que destinem mercadorias para o exterior, nem sobre serviços prestados a destinat	ali	julgados_correlatos	b) sobre operações que destinem a outros Estados petróleo, inclusive lubrificantes, combustíveis líquidos e gasosos dele derivados, e energia elétrica;	0		
9974	A_normativo	ali	b) sobre operações que destinem a outros Estados petróleo, inclusive lubrificantes, combustíveis líq	ali	julgados_correlatos	c) sobre o ouro, nas hipóteses definidas no art. 153, § 5º;	0		
9975	A_normativo	ali	c) sobre o ouro, nas hipóteses definidas no art. 153, § 5º;	ali		d) nas prestações de serviço de comunicação nas modalidades de radiodifusão sonora e de sons e imagens de recepção livre e gratuita; (Incluída pela EC 42/2003)	0		
9976	A_normativo	inc	d) nas prestações de serviço de comunicação nas modalidades de radiodifusão sonora e de sons e image	ali		XI - não compreenderá, em sua base de cálculo, o montante do imposto sobre produtos industrializados, quando a operação, realizada entre contribuintes e relativa a produto destinado à industrialização ou à comercialização, configure fato gerador dos dois impostos;	0		
9979	A_normativo	inc	XI - não compreenderá, em sua base de cálculo, o montante do imposto sobre produtos industrializados	inc	julgados_correlatos	XII - cabe à lei complementar:	0		
9981	A_normativo	ali	XII - cabe à lei complementar:	inc	controle_concentrado	a) definir seus contribuintes;	0		
9982	A_normativo	ali	a) definir seus contribuintes;	ali		b) dispor sobre substituição tributária;	0		
9988	A_normativo	ali	b) dispor sobre substituição tributária;	ali	julgados_correlatos	c) disciplinar o regime de compensação do imposto;	0		
9990	A_normativo	ali	c) disciplinar o regime de compensação do imposto;	ali	repercussao_geral	d) fixar, para efeito de sua cobrança e definição do estabelecimento responsável, o local das operações relativas à circulação de mercadorias e das prestações de serviços;	0		
9991	A_normativo	ali	d) fixar, para efeito de sua cobrança e definição do estabelecimento responsável, o local das operaç	ali		e) excluir da incidência do imposto, nas exportações para o exterior, serviços e outros produtos além dos mencionados no inciso X, a ;	0		
9992	A_normativo	ali	e) excluir da incidência do imposto, nas exportações para o exterior, serviços e outros produtos alé	ali		f) prever casos de manutenção de crédito, relativamente à remessa para outro Estado e exportação para o exterior, de serviços e de mercadorias;	0		
9993	A_normativo	ali	f) prever casos de manutenção de crédito, relativamente à remessa para outro Estado e exportação par	ali		g) regular a forma como, mediante deliberação dos Estados e do Distrito Federal, isenções, incentivos e benefícios fiscais serão concedidos e revogados.	0		
10018	A_normativo	ali	g) regular a forma como, mediante deliberação dos Estados e do Distrito Federal, isenções, incentivo	ali	julgados_correlatos	h) definir os combustíveis e lubrificantes sobre os quais o imposto incidirá uma única vez, qualquer que seja a sua finalidade, hipótese em que não se aplicará o disposto no inciso X, b ; (Incluída pela EC 33/2001) (Vide EC 33/2001)	0		
10019	A_normativo	ali	h) definir os combustíveis e lubrificantes sobre os quais o imposto incidirá uma única vez, qualquer	ali		i) fixar a base de cálculo, de modo que o montante do imposto a integre, também na importação do exterior de bem, mercadoria ou serviço. (ncluída pela EC 33/2001)	0		
10021	A_normativo	par	i) fixar a base de cálculo, de modo que o montante do imposto a integre, também na importação do ext	ali	repercussao_geral	§ 3º À exceção dos impostos de que tratam o inciso II do caput deste artigo e os arts. 153, I e II, e 156-A, nenhum outro imposto poderá incidir sobre operações relativas a energia elétrica e serviços de telecomunicações e, à exceção destes e do previsto no art. 153, VIII, nenhum outro imposto poder	0		
10031	A_normativo	par	§ 3º À exceção dos impostos de que tratam o inciso II do caput deste artigo e os arts. 153, I e II, 	par	repercussao_geral	§ 4º Na hipótese do inciso XII, h , observar-se-á o seguinte: (Incluído pela EC 33/2001)	0		
10032	A_normativo	inc	§ 4º Na hipótese do inciso XII, h , observar-se-á o seguinte: (Incluído pela EC 33/2001)	par		I - nas operações com os lubrificantes e combustíveis derivados de petróleo, o imposto caberá ao Estado onde ocorrer o consumo; (Incluído pela EC 33/2001)	0		
10034	A_normativo	inc	I - nas operações com os lubrificantes e combustíveis derivados de petróleo, o imposto caberá ao Est	inc		II - nas operações interestaduais, entre contribuintes, com gás natural e seus derivados, e lubrificantes e combustíveis não incluídos no inciso I deste parágrafo, o imposto será repartido entre os Estados de origem e de destino, mantendo-se a mesma proporcionalidade que ocorre nas operações com as 	0		
10035	A_normativo	inc	II - nas operações interestaduais, entre contribuintes, com gás natural e seus derivados, e lubrific	inc		III - nas operações interestaduais com gás natural e seus derivados, e lubrificantes e combustíveis não incluídos no inciso I deste parágrafo, destinadas a não contribuinte, o imposto caberá ao Estado de origem; (Incluído pela EC 33/2001)	0		
10036	A_normativo	inc	III - nas operações interestaduais com gás natural e seus derivados, e lubrificantes e combustíveis 	inc		IV - as alíquotas do imposto serão definidas mediante deliberação dos Estados e Distrito Federal, nos termos do § 2º, XII, g , observando-se o seguinte: (Incluído pela EC 33/2001)	0		
10037	A_normativo	ali	IV - as alíquotas do imposto serão definidas mediante deliberação dos Estados e Distrito Federal, no	inc		a) serão uniformes em todo o território nacional, podendo ser diferenciadas por produto; (Incluída pela EC 33/2001)	0		
10038	A_normativo	ali	a) serão uniformes em todo o território nacional, podendo ser diferenciadas por produto; (Incluída p	ali		b) poderão ser específicas, por unidade de medida adotada, ou ad valorem , incidindo sobre o valor da operação ou sobre o preço que o produto ou seu similar alcançaria em uma venda em condições de livre concorrência; (Incluída pela EC 33/2001)	0		
10039	A_normativo	ali	b) poderão ser específicas, por unidade de medida adotada, ou ad valorem , incidindo sobre o valor d	ali		c) poderão ser reduzidas e restabelecidas, não se lhes aplicando o disposto no art. 150, III, b . (Incluída pela EC 33/2001)	0		
10040	A_normativo	par	c) poderão ser reduzidas e restabelecidas, não se lhes aplicando o disposto no art. 150, III, b . (I	ali		§ 5º As regras necessárias à aplicação do disposto no § 4º, inclusive as relativas à apuração e à destinação do imposto, serão estabelecidas mediante deliberação dos Estados e do Distrito Federal, nos termos do § 2º, XII, g . (Incluído pela EC 33/2001)	0		
10042	A_normativo	par	§ 5º As regras necessárias à aplicação do disposto no § 4º, inclusive as relativas à apuração e à de	par	controle_concentrado	§ 6º O imposto previsto no inciso III: (Incluído pela EC 42/2003)	0		
10043	A_normativo	inc	§ 6º O imposto previsto no inciso III: (Incluído pela EC 42/2003)	par		I - terá alíquotas mínimas fixadas pelo Senado Federal; (Incluído pela EC 42/2003)	0		
10044	A_normativo	inc	I - terá alíquotas mínimas fixadas pelo Senado Federal; (Incluído pela EC 42/2003)	inc		II - poderá ter alíquotas diferenciadas em função do tipo, do valor, da utilização e do impacto ambiental; (Redação dada pela EC n. 132/2023)	0		
10046	A_normativo	inc	II - poderá ter alíquotas diferenciadas em função do tipo, do valor, da utilização e do impacto ambi	inc		III - incidirá sobre a propriedade de veículos automotores terrestres, aquáticos e aéreos, excetuados: (Incluído pela EC 132/2023)	0		
10047	A_normativo	ali	III - incidirá sobre a propriedade de veículos automotores terrestres, aquáticos e aéreos, excetuado	inc		a) aeronaves agrícolas e de operador certificado para prestar serviços aéreos a terceiros; (Incluído pela EC 132/2023)	0		
