numero	classe	numero_processo	relator	redator	data_julgamento	orgao	dje	tema_rg	raw
982	MS	28.033	M						[MS 28.033, rel. min. Marco Aurélio, j. 23-4-2014, P, DJE de 30-10-2014.]
983	MS	29.270							[MS 29.270 AgR, rel. min. Dias Toffoli, j. 10-4-2014, P, DJE de 2-6-2014.]
984	HC	118.344	G						[HC 118.344, rel. min. Gilmar Mendes, j. 18-3-2014, 2ª T, DJE de 16-6-2014.]
985	MS	28.290							[MS 28.290, MS 28.330, MS 28.375 e MS 28.477, rel. min. Rosa Weber, j. 4-12-2013, P, DJE de 9-5-2014.]
986	RHC	119.188	L						[RHC 119.188, rel. min. Luiz Fux, j. 1º-10-2013, 1ª T, DJE de 23-10-2013.]
987	MS	26.284							[MS 26.284 ED-ED, rel. min. Dias Toffoli, j. 19-6-2013, P, DJE de 19-9-2013.]
988	AI	742.764							[AI 742.764 AgR-AgR, rel. min. Luiz Fux, j. 28-5-2013, 1ª T, DJE de 12-6-2013.]
989	RE	289.321	M						[RE 289.321, rel. min. Marco Aurélio, j. 2-12-2010, 1ª T, DJE de 2-6-2011.]
990	RMS	30.881	C						[RMS 30.881, rel. min. Cármen Lúcia, j. 2-10-2012, 2ª T, DJE de 29-10-2012.]
991	RMS	24.716	G						[RMS 24.716, rel. min. Gilmar Mendes, j. 6-3-2012, 2ª T, DJE de 23-5-2012.]
992	RE	337.179							[RE 337.179, voto do min. Marco Aurélio, j. 13-2-2012, 1ª T, DJE de 22-2-2012.]
993	AI	634.719							[AI 634.719 ED, rel. min. Dias Toffoli, j. 7-2-2012, 1ª T, DJE de 9-3-2012.]
994	HC	110.603	G						[HC 110.603, rel. min. Gilmar Mendes, j. 7-2-2012, 2ª T, DJE de 24-2-2012.]
995	MS	30.604	G						[MS 30.604, rel. min. Gilmar Mendes, j. 29-11-2011, 2ª T, DJE de 1º-3-2012.]
996	MS	28.594							[MS 28.594, red. do ac. min. Marco Aurélio, voto do min. Luiz Fux, j. 6-10-2011, P, DJE de 19-10-2012.]
997	RE	608.426							[RE 608.426 AgR, rel. min. Joaquim Barbosa, j. 4-10-2011, 2ª T, DJE de 24-10-2011.]
998	RMS	30.234	C						[RMS 30.234, rel. min. Cármen Lúcia, j. 4-10-2011, 1ª T, DJE de 20-10-2011.]
999	RE	414.908							[RE 414.908 AgR, rel. min. Ayres Britto, j. 16-8-2011, 2ª T, DJE de 18-10-2011.]
1000	RHC	104.584							[RHC 104.584, voto do min. Gilmar Mendes, j. 24-5-2011, 2ª T, DJE de 6-6-2011.]
1001	RE	481.955							[RE 481.955 AgR, rel. min. Cármen Lúcia, j. 10-5-2011, 1ª T, DJE de 26-5-2011.]
1002	AI	658.050							[AI 658.050 AgR, rel. min. Joaquim Barbosa, j. 12-4-2011, 2ª T, DJE de 29-4-2011.]
1003	HC	106.833	R						[HC 106.833, rel. min. Ricardo Lewandowski, j. 12-4-2011, 1ª T, DJE de 6-5-2011.]
1004	AP	528							[AP 528 AgR, rel. min. Ricardo Lewandowski, j. 24-3-2011, P, DJE de 8-6-2011.]
1005	MS	28.061							[MS 28.061 AgR, rel. min. Ellen Gracie, j. 2-3-2011, P, DJE de 11-4-2011.]
1006	HC	102.019	R						[HC 102.019, rel. min. Ricardo Lewandowski, j. 17-8-2010, 1ª T, DJE de 22-10-2010.]
1007	SS	3.952							[SS 3.952 AgR, rel. min. Cezar Peluso, j. 12-8-2010, P, DJE de 27-8-2010.]
1008	HC	102.375	C						[HC 102.375, rel. min. Cármen Lúcia, j. 29-6-2010, 1ª T, DJE de 20-8-2010.]
1009	RE	592.905							[RE 592.905 ED, rel. min. Eros Grau, j. 17-6-2010, P, DJE de 6-8-2010.]
1010	RHC	99.306	R						[RHC 99.306, rel. min. Ricardo Lewandowski, j. 16-6-2010, 1ª T, DJE de 20-8-2010.]
1011	MS	26.872	M						[MS 26.872, rel. min. Marco Aurélio, j. 19-5-2010, P, DJE de 6-8-2010.]
1012	HC	96.943	M						[HC 96.943, rel. min. Marco Aurélio, j. 18-5-2010, 1ª T, DJE de 4-6-2010.]
1013	RHC	99.685	R						[RHC 99.685, rel. min. Ricardo Lewandowski, j. 18-5-2010, 1ª T, DJE de 4-6-2010.]
1014	HC	95.712	A						[HC 95.712, rel. min. Ayres Britto, j. 20-4-2010, 1ª T, DJE de 21-5-2010.]
1015	RE	582.258							[RE 582.258 AgR-AgR, rel. min. Ricardo Lewandowski, j. 6-4-2010, 1ª T, DJE de 14-5-2010.]
1016	HC	99.330	E						[HC 99.330, rel. min. Ellen Gracie, red. do ac. min. Eros Grau, j. 16-3-2010, 2ª T, DJE de 23-4-2010.]
1017	HC	98.664	M						[HC 98.664, rel. min. Marco Aurélio, j. 23-2-2010, 1ª T, DJE de 26-3-2010.]
1018	MS	25.347	A						[MS 25.347, rel. min. Ayres Britto, j. 17-2-2010, P, DJE de 19-3-2010.]
1019	HC	95.128	D						[HC 95.128, rel. min. Dias Toffoli, j. 9-2-2010, 1ª T, DJE de 5-3-2010.]
1020	RMS	24.902							[RMS 24.902 ED, rel. min. Eros Grau, j. 9-2-2010, 2ª T, DJE de 26-3-2010.]
1021	HC	99.684	E						[HC 99.684, rel. min. Ellen Gracie, j. 24-11-2009, 2ª T, DJE de 11-12-2009.]
1022	RE	304.857	M						[RE 304.857, rel. min. Marco Aurélio, j. 24-11-2009, 1ª T, DJE de 5-2-2010.]
1023	RE	459.623							[RE 459.623 AgR, rel. min. Joaquim Barbosa, j. 24-11-2009, 2ª T, DJE de 18-12-2009.]
1024	HC	97.413	D						[HC 97.413, rel. min. Dias Toffoli, j. 24-11-2009, 1ª T, DJE de 18-12-2009.]
1025	HC	98.256	C						[HC 98.256, rel. min. Cármen Lúcia, j. 3-11-2009, 1ª T, DJE de 11-12-2009.]
1026	MS	27.260	A						[MS 27.260, rel. min. Ayres Britto, red. do ac. min. Cármen Lúcia, j. 29-10-2009, P, DJE de 26-3-2010.]
1027	HC	89.837							[HC 89.837, voto do min. Celso de Mello, j. 20-10-2009, 2ª T, DJE de 20-11-2009.]
1028	HC	98.802	J						[HC 98.802, rel. min. Joaquim Barbosa, j. 20-10-2009, 2ª T, DJE de 27-11-2009.]
1029	AI	752.176							[AI 752.176 AgR, rel. min. Celso de Mello, j. 29-9-2009, 2ª T, DJE de 20-11-2009.]
1030	HC	98.905	C						[HC 98.905, rel. min. Cezar Peluso, j. 8-9-2009, 2ª T, DJE de 16-10-2009.]
1031	HC	84.580	C						[HC 84.580, rel. min. Celso de Mello, j. 25-8-2009, 2ª T, DJE de 18-9-2009.]
1032	HC	85.203	E						[HC 85.203, rel. min. Eros Grau, j. 6-8-2009, P, DJE de 16-12-2010.]
1033	HC	99.157	E						[HC 99.157, rel. min. Ellen Gracie, j. 4-8-2009, 2ª T, DJE de 28-8-2009.]
1034	HC	95.776	M						[HC 95.776, rel. min. Marco Aurélio, j. 30-6-2009, 1ª T, DJE de 21-8-2009.]
1035	RMS	26.027							[RMS 26.027 AgR, rel. min. Cezar Peluso, j. 2-6-2009, 2ª T, DJE de 7-8-2009.]
1036	HC	82.899	C						[HC 82.899, rel. min. Cezar Peluso, j. 2-6-2009, 2ª T, DJE de 26-6-2009.]
1037	HC	97.033	C						[HC 97.033, rel. min. Cármen Lúcia, j. 12-5-2009, 1ª T, DJE de 12-6-2009.]
1038	HC	93.553	M						[HC 93.553, rel. min. Marco Aurélio, j. 7-5-2009, P, DJE de 4-9-2009.]
1039	HC	96.511	M						[HC 96.511, rel. min. Menezes Direito, j. 28-4-2009, 1ª T, DJE de 29-5-2009.]
1040	HC	95.402	E						[HC 95.402, rel. min. Eros Grau, j. 31-3-2009, 2ª T, DJE de 8-5-2009.]
1041	HC	93.833							[HC 93.833 QO, rel. min. Ayres Britto, j. 31-3-2009, 1ª T, DJE de 8-5-2009.]
1042	HC	82.980	A						[HC 82.980, rel. min. Ayres Britto, j. 17-3-2009, 1ª T, DJE de 23-10-2009.]
1043	HC	93.637	E						[HC 93.637, rel. min. Ellen Gracie, j. 17-3-2009, 2ª T, DJE de 17-4-2009.]
1044	AI	659.758							[AI 659.758 ED, rel. min. Cezar Peluso, j. 17-2-2009, 2ª T, DJE de 8-5-2009.]
1045	AI	710.085							[AI 710.085 AgR, rel. min. Ricardo Lewandowski, j. 3-2-2009, 1ª T, DJE de 6-3-2009.]
1046	AI	680.650							[AI 680.650 AgR, rel. min. Ayres Britto, j. 16-12-2008, 1ª T, DJE de 13-2-2009.]
1047	HC	96.026	E						[HC 96.026, rel. min. Ellen Gracie, j. 9-12-2008, 2ª T, DJE de 6-2-2009.]
1048	HC	94.993							[HC 94.993 MC-AgR, rel. min. Celso de Mello, j. 26-11-2008, P, DJE de 13-2-2009.]
1049	HC	152.676							[HC 152.676 AgR, rel. min. Edson Fachin, red. do ac. min. Gilmar Mendes, voto do min. Celso de Mello, j. 09.04.2019, 2ª T, DJE de 03.08.2020.)
Vide HC 94.993 MC-AgR, rel. min. Celso de Mello, j. 26-11
1050	RHC	94.350	C						[RHC 94.350, rel. min. Cármen Lúcia, j. 14-10-2008, 1ª T, DJE de 31-10-2008.]
1051	HC	94.619	E						[HC 94.619, rel. min. Ellen Gracie, j. 2-9-2008, 2ª T, DJE de 26-9-2008.]
1052	AI	664.123							[AI 664.123 AgR-ED-ED, rel. min. Celso de Mello, j. 26-8-2008, 2ª T, DJE de 3-10-2008.]
1053	RE	459.131	R						[RE 459.131, rel. min. Ricardo Lewandowski, j. 12-8-2008, 1ª T, DJE de 12-9-2008.]
1054	HC	85.824	C						[HC 85.824, rel. min. Cezar Peluso, j. 5-8-2008, 2ª T, DJE de 22-8-2008.]
1055	ACO	1.000							[ACO 1.000 MC-AgR, rel. min. Joaquim Barbosa, j. 25-6-2008, P, DJE de 15-8-2008.]
1056	HC	93.073	J						[HC 93.073, rel. min. Joaquim Barbosa, j. 24-6-2008, 2ª T, DJE de 6-3-2009.]
1057	RE	513.585							[RE 513.585 AgR, rel. min. Eros Grau, j. 17-6-2008, 2ª T, DJE de 1º-8-2008.]
1058	RMS	24.526	E						[RMS 24.526, rel. min. Eros Grau, j. 3-6-2008, 1ª T, DJE de 15-8-2008.]
1059	HC	93.224	E						[HC 93.224, rel. min. Eros Grau, j. 13-5-2008, 2ª T, DJE de 5-9-2008.]
1060	HC	85.541	C						[HC 85.541, rel. min. Cezar Peluso, j. 22-4-2008, 2ª T, DJE de 22-8-2008.]
1061	HC	93.120	J						[HC 93.120, rel. min. Joaquim Barbosa, j. 8-4-2008, 2ª T, DJE de 27-6-2008.]
1062	HC	92.972	R						[HC 92.972, rel. min. Ricardo Lewandowski, j. 25-3-2008, 1ª T, DJE de 18-4-2008.]
1063	HC	88.548	G						[HC 88.548, rel. min. Gilmar Mendes, j. 18-3-2008, 2ª T, DJE de 26-9-2008.]
1064	HC	92.569	R						[HC 92.569, rel. min. Ricardo Lewandowski, j. 11-3-2008, 1ª T, DJE de 25-4-2008.]
1065	HC	86.889							[HC 86.889 ED, rel. min. Menezes Direito, j. 11-3-2008, 1ª T, DJE de 11-4-2008.]
1066	HC	92.498							[HC 92.498, voto do rel. min. Ricardo Lewandowski, j. 4-3-2008, 1ª T, DJE de 28-3-2008.]
1067	HC	87.926	C						[HC 87.926, rel. min. Cezar Peluso, j. 20-2-2008, P, DJE de 25-4-2008.]
1068	MS	26.560	C						[MS 26.560, rel. min. Cezar Peluso, j. 17-12-2007, P, DJE de 22-2-2008.]
1069	HC	92.253	A						[HC 92.253, rel. min. Ayres Britto, j. 27-11-2007, 1ª T, DJ de 14-12-2007.]
1070	RE	459.518	M						[RE 459.518, rel. min. Marco Aurélio, j. 23-10-2007, 1ª T, DJ de 1º-2-2008.]
1071	HC	90.828	R						[HC 90.828, rel. min. Ricardo Lewandowski, j. 23-10-2007, P, DJ de 30-11-2007.]
1072	RE	285.495	M						[RE 285.495, rel. min. Marco Aurélio, j. 2-10-2007, 1ª T, DJ de 30-11-2007.]
1073	MS	24.448	A						[MS 24.448, rel. min. Ayres Britto, j. 27-9-2007, P, DJ de 14-11-2007.]
1074	HC	81.489	C						[HC 81.489, rel. min. Cezar Peluso, j. 25-9-2007, 2ª T, DJ de 23-11-2007.]
1075	HC	89.222	M						[HC 89.222, rel. min. Marco Aurélio, j. 4-9-2007, 1ª T, DJE de 31-10-2008.]
1076	RMS	24.188	C						[RMS 24.188, rel. min. Cezar Peluso, j. 14-8-2007, 2ª T, DJ de 14-9-2007.]
1077	RE	360.037							[RE 360.037 AgR, rel. min. Cezar Peluso, j. 7-8-2007, 2ª T, DJ de 14-9-2007.]
1078	HC	91.251	C						[HC 91.251, rel. min. Cármen Lúcia, j. 19-6-2007, 1ª T, DJ de 17-8-2007.]
1079	HC	89.686	S						[HC 89.686, rel. min. Sepúlveda Pertence, j. 12-6-2007, 1ª T, DJ de 17-8-2007.]
1080	AI	539.891							[AI 539.891 AgR, rel. min. Marco Aurélio, j. 22-5-2007, 1ª T, DJ de 21-9-2007.]
1081	HC	86.186	G						[HC 86.186, rel. min. Gilmar Mendes, j. 15-5-2007, P, DJ de 17-8-2007.]
1082	RHC	89.892	C						[RHC 89.892, rel. min. Celso de Mello, j. 6-3-2007, 1ª T, DJE de 26-4-2013.]
1083	AI	282.333							[AI 282.333 ED, rel. min. Celso de Mello, j. 12-12-2006, 2ª T, DJE de 19-2-2010.]
1084	HC	89.315	R						[HC 89.315, rel. min. Ricardo Lewandowski, j. 19-9-2006, 1ª T, DJ de 13-10-2006.]
1085	MS	25.917	G						[MS 25.917, rel. min. Gilmar Mendes, j. 1º-6-2006, P, DJ de 1º-9-2006.]
1086	RE	467.658	S						[RE 467.658, rel. min. Sepúlveda Pertence, j. 30-5-2006, 1ª T, DJ de 25-8-2006.]
1087	RE	426.147							[RE 426.147 AgR, rel. min. Gilmar Mendes, j. 28-3-2006, 2ª T, DJ de 5-5-2006.]
1088	HC	85.200	E						[HC 85.200, rel. min. Eros Grau, j. 8-11-2005, 1ª T, DJ de 3-2-2006.]
1089	RHC	85.512	C						[RHC 85.512, rel. min. Carlos Velloso, j. 16-8-2005, 1ª T, DJ de 23-9-2005.]
1090	HC	85.239	G						[HC 85.239, rel. min. Gilmar Mendes, j. 22-2-2005, 1ª T, DJ de 8-4-2005.]
1091	MS	24.961	C						[MS 24.961, rel. min. Carlos Velloso, j. 24-11-2004, P, DJ de 4-3-2005.]
1092	RE	205.260	S						[RE 205.260, rel. min. Sepúlveda Pertence, j. 23-11-2004, 1ª T, DJ de 4-2-2005.]
1093	RE	345.580	S						[RE 345.580, rel. min. Sepúlveda Pertence, j. 17-8-2004, 1ª T, DJ de 10-9-2004.]
1094	HC	82.354	S						[HC 82.354, rel. min. Sepúlveda Pertence, j. 10-8-2004, 1ª T, DJ de 24-9-2004.]
1095	HC	83.233	N						[HC 83.233, rel. min. Nelson Jobim, j. 4-11-2003, 2ª T, DJ de 19-3-2004.]
1096	RE	287.658	S						[RE 287.658, rel. min. Sepúlveda Pertence, j. 16-9-2003, 1ª T, DJ de 3-10-2003.]
1097	AI	243.275							[AI 243.275 petição avulsa-AgR, rel. min. Nelson Jobim, red. do ac. min. Gilmar Mendes, j. 7-5-2003, P, DJ de 5-10-2007.]
1098	HC	81.369	C						[HC 81.369, rel. min. Celso de Mello, j. 12-12-2001, P, DJE de 13-2-2009.]
1099	HC	81.436							[HC 81.436, voto do min. Néri da Silveira, j. 11-12-2001, 2ª T, DJ de 22-2-2002.]
1100	RE	206.971	M						[RE 206.971, rel. min. Moreira Alves, j. 18-4-2000, 1ª T, DJ de 9-6-2000.]
1101	AI	167.503							[AI 167.503 AgR, rel. min. Marco Aurélio, j. 12-3-1996, 2ª T, DJ de 26-4-1996.]
1102	AI	171.577							[AI 171.577 AgR, rel. min. Francisco Rezek, j. 28-11-1995, 2ª T, DJ de 7-12-1995.]
1103	HC	72.204	C						[HC 72.204, rel. min. Celso de Mello, j. 15-8-1995, 1ª T, DJ de 24-8-2007.]
1104	RE	156.400	M						[RE 156.400, rel. min. Marco Aurélio, j. 5-6-1995, 2ª T, DJ de 15-9-1995.]
1105	AI	144.609							[AI 144.609 AgR, rel. min. Maurício Corrêa, j. 11-4-1995, 2ª T, DJ de 1º-9-1995.]
1106	HC	70.600	C						[HC 70.600, rel. min. Celso de Mello, j. 19-4-1994, 1ª T, DJE de 21-8-2009.]
1107	HC	67.707	C						[HC 67.707, rel. min. Celso de Mello, j. 7-11-1989, 1ª T, DJ de 14-8-1992.]
1108	RE	1.116.949							[RE 1.116.949 ED, rel. min. Edson Fachin, j. 30.11.2023, P, DJE de 24.05.2024, Tema 1.041, com mérito julgado.]
1109	RE	1.316.369	E						[RE 1.316.369, rel. min. Edson Fachin, red. do ac. min. Gilmar Mendes, j. 9-12-2022, P, DJE de 22-3-2023, Tema 1.238, com mérito julgado.]
1110	RE	583.937							[RE 583.937 QO-RG, rel. min. Cezar Peluso, j. 19-11-2009, P, DJE de 18-12-2009, Tema 237, com mérito julgado.]
1111	HC	129.678							[HC 129.678, red. do ac. min. Alexandre de Moraes, j. 13-6-2017, 1ª T, DJE de 18-8-2017.]
1112	MS	33.751							[MS 33.751, red. do ac. min. Edson Fachin, j. 15-12-2015, 1ª T, DJE de 31-3-2016.]
1113	HC	106.244	C						[HC 106.244, rel. min. Cármen Lúcia, j. 17-5-2011, 1ª T, DJE de 19-8-2011.]
1114	HC	106.271	C						[HC 106.271, rel. min. Cármen Lúcia, j. 12-4-2011, 1ª T, DJE de 6-5-2011.]
1115	AP	483							[AP 483 AgR-AgR, rel. min. Ricardo Lewandowski, j. 12-3-2009, P, DJE de 24-4-2009.]
1116	HC	82.862	C						[HC 82.862, rel. min. Cezar Peluso, j. 19-2-2008, 2ª T, DJE de 13-6-2008.]
1117	HC	90.485	C						[HC 90.485, rel. min. Cezar Peluso, j. 10-4-2007, 2ª T, DJ de 8-6-2007.]
1118	HC	84.203	C						[HC 84.203, rel. min. Celso de Mello, j. 19-10-2004, 2ª T, DJE de 25-9-2009.]
1119	HC	83.921	E						[HC 83.921, rel. min. Eros Grau, j. 3-8-2004, 1ª T, DJ de 27-8-2004.]
1120	HC	81.154	M						[HC 81.154, rel. min. Maurício Corrêa, j. 2-10-2001, 2ª T, DJ de 19-12-2001.]
1121	HC	79.512	S						[HC 79.512, rel. min. Sepúlveda Pertence, j. 16-12-1999, P, DJ de 16-5-2003.]
1122	HC	78.937	M						[HC 78.937, rel. min. Maurício Corrêa, j. 18-5-1999, 2ª T, DJ de 29-8-2003.]
1123	RHC	74.807	M						[RHC 74.807, rel. min. Maurício Corrêa, j. 22-4-1997, 2ª T, DJ de 20-6-1997.]
1124	HC	74.599	I						[HC 74.599, rel. min. Ilmar Galvão, j. 3-12-1996, 1ª T, DJ de 7-2-1997.]
1125	HC	74.267	F						[HC 74.267, rel. min. Francisco Rezek, j. 26-11-1996, 2ª T, DJ de 28-2-1997.]
1126	HC	74.113	I						[HC 74.113, rel. min. Ilmar Galvão, j. 28-6-1996, P, DJ de 4-4-1997.]
1127	HC	72.588	M						[HC 72.588, rel. min. Maurício Corrêa, j. 12-6-1996, P, DJ de 4-8-2000.]
1128	ADI	6.620	A						[ADI 6.620, rel. min. Alexandre de Moraes, j. 18.04.2024, P, DJE de 20.06.2024.]
1129	ADC	43							[ADC 43, ADC 44 e ADC 54, rel. min. Marco Aurélio, j. 7-11-2019, P, DJE de 12-11-2020.]
1130	ARE	848.107	D						[ARE 848.107, rel. min. Dias Toffoli, j. 3-7-2023, P, DJE de 4-8-2023, Tema 788, com mérito julgado.]
1131	ARE	964.246							[ARE 964.246 RG, rel. min. Teori Zavascki, j. 10-11-2016, P, DJE de 25-11-2016, Tema 925, com mérito julgado.]
1132	RE	591.054	M						[RE 591.054, rel. min. Marco Aurélio, j. 17-12-2014, P, DJE de 26-2-2015, Tema 129, com mérito julgado.]
1133	AI	794.971							[AI 794.971-AgR, rel. min. Roberto Barroso, red. do ac. min. Marco Aurélio, j. 16-4-2021, P, DJE de 28-6-2021.]
1134	HC	134.508							[HC 134.508 MC, rel. min. Celso de Mello, j. 22-6-2016, dec. monocrática, DJE de 27-6-2016.]
1135	HC	122.072	D						[HC 122.072, rel. min. Dias Toffoli, j. 2-9-2014, 1ª T, DJE de 29-9-2014.]
1136	RE	805.821							[RE 805.821 AgR, rel. min. Ricardo Lewandowski, j. 24-6-2014, 2ª T, DJE de 15-8-2014.]
1137	MS	23.262	D						[MS 23.262, rel. min. Dias Toffoli, j. 23-4-2014, P, DJE de 30-10-2014.]
1138	AI	829.186							[AI 829.186 AgR, rel. min. Dias Toffoli, j. 23-4-2013, 1ª T, DJE de 27-6-2013.]
1139	HC	101.909	A						[HC 101.909, rel. min. Ayres Britto, j. 28-2-2012, 2ª T, DJE de 19-6-2012.]
1140	RHC	99.293	C						[RHC 99.293, rel. min. Cármen Lúcia, j. 31-8-2010, 1ª T, DJE de 7-2-2011.]
1141	HC	98.233	E						[HC 98.233, rel. min. Eros Grau, j. 6-10-2009, 2ª T, DJE de 29-10-2009.]
1142	HC	99.891	C						[HC 99.891, rel. min. Celso de Mello, j. 15-9-2009, 2ª T, DJE de 18-12-2009.]
1143	RE	459.320							[RE 459.320 AgR, rel. min. Eros Grau, j. 22-4-2008, 2ª T, DJE de 23-5-2008.]
1144	HC	92.435	A						[HC 92.435, rel. min. Ayres Britto, j. 25-3-2008, 1ª T, DJE de 17-10-2008.]
1145	RE	482.006	R						[RE 482.006, rel. min. Ricardo Lewandowski, j. 7-11-2007, P, DJ de 14-12-2007.]
1146	HC	90.471	C						[HC 90.471, rel. min. Cezar Peluso, j. 7-8-2007, 1ª T, DJ de 14-9-2007.]
1147	HC	87.717	C						[HC 87.717, rel. min. Cezar Peluso, j. 3-4-2007, 2ª T, DJ de 8-6-2007.]
1148	HC	89.501	C						[HC 89.501, rel. min. Celso de Mello, j. 12-12-2006, 2ª T, DJ de 16-3-2007.]
1149	HC	84.677	E						[HC 84.677, rel. min. Eros Grau, red. do ac. min. Cezar Peluso, j. 23-11-2004, 1ª T, DJ de 8-4-2005.]
1150	HC	80.719	C						[HC 80.719, rel. min. Celso de Mello, j. 26-6-2001, 2ª T, DJ de 28-9-2001.]
1151	RHC	79.460							[RHC 79.460, voto do red. do ac. min. Nelson Jobim, j. 27-10-1999, P, DJ de 18-5-2001.]
1152	HC	73.338	C						[HC 73.338, rel. min. Celso de Mello, j. 13-8-1996,1ª T, DJ de 19-12-1996.]
1153	HC	71.169	M						[HC 71.169, rel. min. Moreira Alves, j. 26-4-1994, 1ª T, DJ de 16-9-1994.]
1154	HC	69.298							[HC 69.298, red. do ac. min. Celso de Mello, j. 9-6-1992, 1ª T, DJ de 15-12-2006.]
1155	RHC	66.471	C						[RHC 66.471, rel. min. Célio Borja, j. 28-2-1989, 2ª T, DJ de 31-3-1989.]
1156	RHC	66.180	F						[RHC 66.180, rel. min. Francisco Rezek, j. 16-12-1988, 2ª T, DJ de 10-3-1989.]
1157	RHC	67.066	O						[RHC 67.066, rel. min. Octavio Gallotti, j. 6-12-1988, 1ª T, DJ de 10-2-1989.]
1158	ARE	859.251							[ARE 859.251-RG, rel. min. Gilmar Mendes, j. 16-4-2015, P, DJE de 21-5-2015, Tema 811, com mérito julgado.]
1159	HC	74.276	C						[HC 74.276, rel. min. Celso de Mello, j. 3-9-1996, 1ª T, DJE de 24-2-2011.]
1160	HC	68.413	S						[HC 68.413, rel. min. Sepúlveda Pertence, j. 22-5-1991, P, DJ de 18-10-1991.]
1161	RE	575.144							[RE 575.144, voto do min. Ricardo Lewandowski, j. 11-12-2008, P, DJE de 20-2-2009, Tema 50, com mérito julgado.]
1162	HC	93.364							[HC 93.364 QO, rel. min. Marco Aurélio, j. 11-11-2008, 1ª T, DJE de 19-12-2008.]
1163	HC	90.321	E						[HC 90.321, rel. min. Ellen Gracie, j. 2-9-2008, 2ª T, DJE de 26-9-2008.]
1164	HC	90.688	R						[HC 90.688, rel. min. Ricardo Lewandowski, j. 12-2-2008, 1ª T, DJE de 25-4-2008.]
1165	ADI	3.446	G						[ADI 3.446, rel. min. Gilmar Mendes, j. 8-8-2019, P, DJE de 31-7-2020.]
1166	RE	603.116	D						[RE 603.116, rel. min. Dias Toffoli, j. 19.08.2024, P, DJE de 11.10.2024, Tema 703, com mérito julgado.]
1167	HC	126.501							[HC 126.501, red. do ac. min. Edson Fachin, j. 14-6-2016, 1ª T, DJE de 4-10-2016.]
1168	HC	100.372	E						[HC 100.372, rel. min. Ellen Gracie, j. 14-9-2010, 2ª T, DJE de 1º-10-2010.]
1169	RHC	100.973	E						[RHC 100.973, rel. min. Ellen Gracie, j. 4-5-2010, 2ª T, DJE de 28-5-2010.]
1170	HC	102.732	M						[HC 102.732, rel. min. Marco Aurélio, j. 4-3-2010, P, DJE de 7-5-2010.]
1171	HC	90.178	C						[HC 90.178, rel. min. Cezar Peluso, j. 2-2-2010, 2ª T, DJE de 26-3-2010.]
1172	HC	98.006	A						[HC 98.006, rel. min. Ayres Britto, j. 24-11-2009, 1ª T, DJE de 5-2-2010.]
1173	HC	100.340	C						[HC 100.340, rel. min. Cezar Peluso, j. 10-11-2009, 2ª T, DJE de 18-12-2009.]
1174	HC	97.690	R						[HC 97.690, rel. min. Ricardo Lewandowski, j. 6-10-2009, 1ª T, DJE de 23-10-2009.]
1175	HC	98.689	R						[HC 98.689, rel. min. Ricardo Lewandowski, j. 6-10-2009, 1ª T, DJE de 6-11-2009.]
1176	HC	99.379	E						[HC 99.379, rel. min. Eros Grau, j. 8-9-2009, 2ª T, DJE de 23-10-2009.]
1177	HC	98.862	C						[HC 98.862, rel. min. Celso de Mello, j. 23-6-2009, 2ª T, DJE de 23-10-2009.]
1178	HC	96.680	C						[HC 96.680, rel. min. Cármen Lúcia, j. 23-6-2009, 1ª T, DJE de 7-8-2009.]
1179	HC	97.049	A						[HC 97.049, rel. min. Ayres Britto, j. 16-6-2009, 1ª T, DJE de 7-8-2009.]
1180	HC	88.721	M						[HC 88.721, rel. min. Marco Aurélio, j. 28-4-2009, 1ª T, DJE de 29-5-2009.]
1181	HC	98.061	E						[HC 98.061, rel. min. Eros Grau, j. 28-4-2009, 2ª T, DJE de 21-8-2009.]
1182	HC	94.344	C						[HC 94.344, rel. min. Cezar Peluso, j. 31-3-2009, 2ª T, DJE de 22-5-2009.
Vide HC 94.421, rel. min. Cármen Lúcia, j. 3-6-2008, 1ª T, DJE de 31-10-2008
Há justa causa no decreto de prisão preventiva pa
1183	RHC	93.123	C						[RHC 93.123, rel. min. Cármen Lúcia, j. 19-2-2009, P, DJE de 1º-7-2009.]
1184	HC	93.798	E						[HC 93.798, rel. min. Eros Grau, j. 17-2-2009, 2ª T, DJE de 22-5-2009.]
1185	HC	93.971	J						[HC 93.971, rel. min. Joaquim Barbosa, j. 10-2-2009, 2ª T, DJE de 20-3-2009.]
1186	HC	91.386	G						[HC 91.386, rel. min. Gilmar Mendes, j. 19-2-2008, 2ª T, DJE de 16-5-2008.]
1187	HC	96.182	M						[HC 96.182, rel. min. Menezes Direito, j. 2-12-2008, 1ª T, DJE de 20-3-2009.]
1188	HC	94.367	J						[HC 94.367, rel. min. Joaquim Barbosa, j. 21-10-2008, 2ª T, DJE de 6-2-2009.]
1189	HC	93.883	C						[HC 93.883, rel. min. Celso de Mello, j. 26-8-2008, 2ª T, DJE de 27-3-2009.]
1190	HC	94.421	C						[HC 94.421, rel. min. Cármen Lúcia, j. 3-6-2008, 1ª T, DJE de 31-10-2008.]
1191	HC	91.016	A						[HC 91.016, rel. min. Ayres Britto, j. 13-11-2007, 1ª T, DJE de 9-5-2008.]
1192	HC	87.794	M						[HC 87.794, rel. min. Marco Aurélio, j. 14-11-2006, 1ª T, DJ de 2-2-2007.]
