numero	classe	numero_processo	relator	redator	data_julgamento	orgao	dje	tema_rg	raw
3790	MS	23.920							[MS 23.920 MC, rel. min. Celso de Mello, j. 28-3-2001, dec. monocrática, DJ de 3-4-2001.]
3791	RE	172.004							[RE 172.004 EI-AgR, rel. min. Celso de Mello, j. 27-5-1998, P, DJ de 7-8-1998.]
3792	HC	70.274							[HC 70.274 ED-EDv-AgR, rel. min. Celso de Mello, j. 25-8-1994, P, DJ de 9-12-1994.]
3793	AP	1.060	A						[AP 1.060, rel. min. Alexandre de Moraes, j. 14.9.2023, P, DJE de 19.2.2024.]
3794	AP	666							[AP 666 AgR, rel. min. Marco Aurélio, j. 13-12-2012, P, DJE de 7-6-2013.]
3795	AC	2.473							[AC 2.473 MC-QO, rel. min. Celso de Mello, j. 20-10-2009, 2ª T, DJE de 27-11-2009.]
3796	HC	100.231							[HC 100.231 MC, rel. min. Celso de Mello, j. 7-8-2009, dec. monocrática, DJE de 4-9-2009.]
3797	HC	91.595							[HC 91.595 MC, rel. min. Marco Aurélio, j. 21-6-2007, P, DJ de 11-10-2007.]
3798	ADI	6.362	R						[ADI 6.362, rel. min. Ricardo Lewandowski, j. 2-9-2020, P, DJE de 9-12-2020]
3799	ADI	3.534	M						[ADI 3.534, rel. min. Marco Aurélio, j. 10-10-2019, P, DJE de 24-10-2019.]
3800	ADI	3.659	A						[ADI 3.659, rel. min. Alexandre de Moraes, j. 13-12-2018, P, DJE de 8-5-2019.]
3801	ADI	5.749							[ADI 5.749 AgR, rel. min. Alexandre de Moraes, j. 9-2-2018, P, DJE de 26-2-2018.]
3802	ADI	3.111	A						[ADI 3.111, rel. min. Alexandre de Moraes, j. 30-6-2017, P, DJE de 8-8-2017.]
3803	ADI	2.361							[ADI 2.361, voto do rel. min. Marco Aurélio, j. 24-9-2014, P, DJE de 23-10-2014.]
3804	ADPF	249							[ADPF 249 AgR, voto do rel. min. Celso de Mello, j. 13-8-2014, P, DJE de 1º-9-2014.]
3805	ADI	3.341	R						[ADI 3.341, rel. min. Ricardo Lewandowski, j. 29-5-2014, P, DJE de 1º-7-2014.]
3806	ADI	3.147							[ADI 3.147 ED, rel. min. Teori Zavascki, j. 28-5-2014, P, DJE de 13-6-2014.]
3807	ADI	4.163	C						[ADI 4.163, rel. min. Cezar Peluso, j. 29-2-2012, P, DJE de 1º-3-2013.]
3808	ADI	3.306	G						[ADI 3.306, rel. min. Gilmar Mendes, j. 17-3-2011, P, DJE de 7-6-2011.]
3809	ADI	2.158							[ADI 2.158 e ADI 2.189, rel. min. Dias Toffoli, j. 15-9-2010, P, DJE de 16-12-2010.]
3810	ADI	3.826	E						[ADI 3.826, rel. min. Eros Grau, j. 12-5-2010, P, DJE de 20-8-2010.]
3811	ADI	2.980							[ADI 2.980, red. do ac. min. Cezar Peluso, j. 5-2-2009, P, DJE de 7-8-2009.]
3812	ADI	695							[ADI 695 QO, rel. min. Eros Grau, j. 21-11-2007, P, DJ de 14-12-2007.]
3813	ADI	2.398							[ADI 2.398 AgR, rel. min. Cezar Peluso, j. 25-6-2007, P, DJ de 31-8-2007.]
3814	ADI	1.633							[ADI 1.633, voto da rel. min. Cármen Lúcia, j. 17-5-2007, P, DJ de 30-11-2007.]
3815	ADI	3.148	C						[ADI 3.148, rel. min. Celso de Mello, j. 13-12-2006, P, DJ de 28-9-2007.]
3816	ADI	2.728							[ADI 2.728 ED, rel. min. Marco Aurélio, j. 19-10-2006, P, DJ de 5-10-2007.]
3817	ADI	2.883							[ADI 2.883, voto do rel. min. Gilmar Mendes, j. 30-8-2006, P, DJ de 9-3-2007.]
3818	ADI	3.573							[ADI 3.573, red. do ac. min. Eros Grau, j. 1º-12-2005, P, DJ de 19-12-2006.]
3819	ADI	2.895	C						[ADI 2.895, rel. min. Carlos Velloso, j. 2-2-2005, P, DJ de 20-5-2005.]
3820	ADI	3.324	M						[ADI 3.324, rel. min. Marco Aurélio, j. 16-12-2004, P, DJ de 5-8-2005.]
3821	ADI	1.445							[ADI 1.445 QO, rel. min. Celso de Mello, j. 3-11-2004, P, DJ de 29-4-2005.]
3822	ADI	2.950							[ADI 2.950 AgR, red. do ac. min. Eros Grau, j. 6-10-2004, P, DJ de 9-2-2007.]
3823	ADI	2.159							[ADI 2.159, red. do ac. min. Eros Grau, j. 12-8-2004, P, DJ de 7-12-2007.]
3824	ADI	2.925							[ADI 2.925, red. do ac. min. Marco Aurélio, j. 19-12-2003, P, DJ de 4-3-2005.]
3825	ADI	2.844							[ADI 2.844 QO, rel. min. Sepúlveda Pertence, j. 24-4-2003, P, DJ de 27-6-2003.]
3826	ADI	2.695	M						[ADI 2.695, rel. min. Moreira Alves, j. 3-4-2003, P, DJ de 1º-8-2003.]
3827	ADI	2.551							[ADI 2.551 MC-QO, rel. min. Celso de Mello, j. 2-4-2003, P, DJ de 20-4-2006.]
3828	ADI	2.574	C						[ADI 2.574, rel. min. Carlos Velloso, j. 2-10-2002, P, DJ de 29-8-2003.]
3829	ADI	1.000							[ADI 1.000 QO, rel. min. Moreira Alves, j. 5-6-2002, P, DJ de 9-8-2002.]
3830	ADI	2.321							[ADI 2.321 MC, rel. min. Celso de Mello, j. 25-10-2000, P, DJ de 10-6-2005.]
3831	ADI	2.174	M						[ADI 2.174, rel. min. Maurício Corrêa, j. 14-4-2000, P, DJ de 7-3-2003.]
3832	ADI	2.105							[ADI 2.105 MC, rel. min. Celso de Mello, j. 23-3-2000, P, DJ de 28-4-2000.]
3833	ADI	1.749							[ADI 1.749, red. do ac. min. Nelson Jobim, j. 25-11-1999, P, DJ de 15-4-2005.]
3834	ADI	1.614							[ADI 1.614, red. do ac. min. Nelson Jobim, j. 18-12-1998, P, DJ de 6-8-1999.]
3835	ADI	209	S						[ADI 209, rel. min. Sydney Sanches, j. 20-5-1998, P, DJ de 11-9-1998.]
3836	ADI	384	M						[ADI 384, rel. min. Moreira Alves, j. 20-11-1997, P, DJ de 21-2-2003.]
3837	ADI	1.507							[ADI 1.507 MC-AgR, rel. min. Carlos Velloso, j. 3-2-1997, P, DJ de 6-6-1997.]
3838	ADI	1.423							[ADI 1.423 MC, rel. min. Moreira Alves, j. 20-6-1996, P, DJ de 22-11-1996.]
3839	ADI	1.458							[ADI 1.458 MC, rel. min. Celso de Mello, j. 23-5-1996, P, DJ de 20-9-1996.]
3840	ADI	1.344							[ADI 1.344 MC, rel. min. Moreira Alves, j. 18-12-1995, P, DJ de 19-4-1996.]
3841	ADI	1.347							[ADI 1.347 MC, rel. min. Celso de Mello, j. 5-10-1995, P, DJ de 1º-12-1995.]
3842	ADI	91	S						[ADI 91, rel. min. Sydney Sanches, j. 21-9-1995, P, DJ de 23-3-2001.]
3843	ADI	561							[ADI 561 MC, rel. min. Celso de Mello, j. 23-8-1995, P, DJ de 23-3-2001.]
3844	ADC	1							[ADC 1 QO, rel. min. Moreira Alves, j. 27-10-1993, P, DJ de 16-6-1995.]
3845	ADI	794	S						[ADI 794, rel. min. Sepúlveda Pertence, j. 9-12-1992, P, DJ de 21-5-1993.]
3846	ADI	594	C						[ADI 594, rel. min. Carlos Velloso, j. 19-2-1992, P, DJ de 15-4-1994.]
3847	ADI	2	P						[ADI 2, rel. min. Paulo Brossard, j. 6-2-1992, P, DJ de 21-11-1997.]
3848	ADI	4	S						[ADI 4, rel. min. Sydney Sanches, j. 7-3-1991, P, DJ de 25-6-1993.]
3849	MS	32.582							[MS 32.582 MC, rel. min. Celso de Mello, j. 3-2-2014, dec. monocrática, DJE de 11-2-2014.]
3850	AC	2.390							[AC 2.390 MC-REF, rel. min. Cármen Lúcia, j. 19-8-2010, P, DJE de 2-5-2011.]
3851	RE	579.760							[RE 579.760 ED, rel. min. Cezar Peluso, j. 27-10-2009, 2ª T, DJE de 20-11-2009.]
3852	RE	424.993	J						[RE 424.993, rel. min. Joaquim Barbosa, j. 12-9-2007, P, DJ de 19-10-2007.]
3853	RE	313.768							[RE 313.768 AgR, rel. min. Sepúlveda Pertence, j. 26-11-2002, 1ª T, DJ de 19-12-2002.]
3854	RHC	76.946	C						[RHC 76.946, rel. min. Carlos Velloso, j. 27-4-1999, 2ª T, DJ de 11-6-1999.]
3855	RE	220.271	S						[RE 220.271, rel. min. Sepúlveda Pertence, j. 10-3-1998, 1ª T, DJ de 3-4-1998.]
3856	ADI	7.083	C						[ADI 7.083, rel. min. Cármen Lúcia, j. 16-5-2022, P, DJE de 24-5-2022.]
3857	ADI	5.175	G						[ADI 5.175, rel. min. Gilmar Mendes, j. 22-6-2020, P, DJE de 6-8-2020.]
3858	ADI	4.381	R						[ADI 4.381, rel. min. Roberto Barroso, j. 22-6-2020, P, DJE de 7-8-2020.]
3859	RE	696.533							[RE 696.533 AgR-ED, rel. min. Luiz Fux, j. 31-3-2017, 1ª T, DJE de 20-4-2017.]
3860	AP	606							[AP 606 QO, rel. min. Roberto Barroso, j. 12-8-2014, 1ª T, DJE de 18-9-2014.]
3861	AP	639							[AP 639 AgR, rel. min. Cármen Lúcia, j. 5-6-2014, P, DJE de 13-6-2014.]
3862	AP	527	D						[AP 527, rel. min. Dias Toffoli, j. 16-12-2010, P, DJE de 4-4-2011.]
3863	HC	91.347							[HC 91.347 MC, rel. min. Marco Aurélio, j. 20-6-2007, P, DJ de 14-9-2007.]
3864	ADI	3.289							[ADI 3.289 e ADI 3.290, rel. min. Gilmar Mendes, j. 5-5-2005, P, DJ de 24-2-2006.]
3865	AP	570	C						[AP 570, rel. min. Celso de Mello, j. 24-10-2013, dec. monocrática, DJE de 29-10-2013.]
3866	HC	91.224							[HC 91.224, red do ac. min. Cármen Lúcia, j. 15-10-2007, P, DJE de 16-5-2008.]
3867	MS	37.933							[MS 37.933 MC, rel. min. Cármen Lúcia, j. 11-6-2021, P, DJE de 30-9-2021.]
3868	MS	28.538	M						[MS 28.538, rel. min. Marco Aurélio, j. 23-4-2014, P, DJE de 4-8-2014.]
3869	MS	30.492							[MS 30.492 AgR, rel. min. Celso de Mello, j. 27-2-2014, P, DJE de 25-3-2014.]
3870	HD	82							[HD 82 AgR, rel. min. Ricardo Lewandowski, j. 9-12-2010, P, DJE de 9-2-2011.]
3871	MS	27.026	C						[MS 27.026, rel. min. Cármen Lúcia, j. 3-11-2010, P, DJE de 21-2-2011.]
3872	HC	92.618	E						[HC 92.618, rel. min. Ellen Gracie, j. 24-11-2009, 2ª T, DJE de 18-12-2009.]
3873	MS	26.065							[MS 26.065 ED, rel. min. Ayres Britto, j. 1º-7-2009, P, DJE de 28-8-2009.]
3874	HC	88.673	M						[HC 88.673, rel. min. Menezes Direito, j. 31-10-2007, P, DJE de 14-3-2007.]
3875	MS	26.438							[MS 26.438 QO, rel. min. Joaquim Barbosa, j. 29-10-2007, P, DJE de 28-3-2008.]
3876	HC	86.005							[HC 86.005 AgR, rel. min. Ellen Gracie, j. 20-9-2007, P, DJ de 9-11-2007.]
3877	HC	84.444							[HC 84.444 AgR, rel. min. Celso de Mello, j. 9-8-2007, P, DJ de 14-9-2007.]
3878	MS	25.413							[MS 25.413 AgR, rel. min. Gilmar Mendes, j. 14-6-2007, P, DJ de 14-9-2007.]
3879	MS	26.006							[MS 26.006 AgR, rel. min. Celso de Mello, j. 2-4-2007, P, DJE de 15-2-2008.]
3880	MS	25.087							[MS 25.087 ED, rel. min. Ayres Britto, j. 21-9-2006, P, DJ de 11-5-2007.]
3881	MS	25.846							[MS 25.846 QO, red. do ac. min. Sepúlveda Pertence, j. 8-3-2006, P, DJ de 14-9-2007.]
3882	MS	24.421							[MS 24.421, red. do ac. min. Ellen Gracie, j. 25-3-2004, P, DJ de 11-10-2007.]
3883	MS	24.547	E						[MS 24.547, rel. min. Ellen Gracie, j. 14-8-2003, P, DJ de 23-4-2004.]
3884	MS	24.274							[MS 24.274 AgR, rel. min. Celso de Mello, j. 25-6-2002, 2ª T, DJ de 11-5-2007.]
3885	MS	24.099							[MS 24.099 AgR, rel. min. Maurício Corrêa, j. 7-3-2002, P, DJ de 2-8-2002.]
3886	HC	80.082							[HC 80.082 QO, rel. min. Sepúlveda Pertence, j. 16-8-2001, P, DJ de 1º-8-2003.]
3887	MS	22.626							[MS 22.626 AgR, rel. min. Celso de Mello, j. 31-10-1996, P, DJ de 22-11-1996.]
3888	ACO	3.194	G						[ACO 3.194, rel. min. Gilmar Mendes, j. 28-11-2018, dec. monocrática, DJE de 30-11-2018.]
3889	ACO	709	C						[ACO 709, rel. min. Celso de Mello, j. 26-8-2013, dec. monocrática, DJE de 30-8-2013.]
3890	RE	626.369							[RE 626.369 ED-ED, voto da rel. min. Ellen Gracie, j. 1º-3-2011, 2ª T, DJE de 24-3-2011.]
3891	ACO	3.713							[ACO 3.713 AgR, rel. min. Luiz Fux, j. 17.11.2025, P, DJE de 24.11.2025.]
3892	ACO	3508							[ACO 3508 TA-REF, red. do ac. min. Gilmar Mendes, j. 14-5-2021, P, DJE de 6-7-2021.]
3893	ACO	843							[ACO 843, redator do acórdão min. Alexandre de Moraes, j. 8-6-2020, P, DJE de 4-11-2020.]
3894	ACO	2.713							[ACO 2.713-AgR, rel. min. Celso de Mello, j. 19-11-2018, P, DJE de 27-11-2018.]
3895	ACO	2.991							[ACO 2.991 AgR, rel. min. Rosa Weber, j. 6-10-2017, 1ª T, DJE de 7-11-2017.]
3896	ACO	2.023							[ACO 2.023 AgR, rel. min. Rosa Weber, j. 16-12-2016, 1ª T, DJE de 13-3-2017.]
3897	ACO	1.567							[ACO 1.567 QO, rel. min. Dias Toffoli, j. 17-8-2016, P, DJE de 1º-8-2017.]
3898	MS	31.396							[MS 31.396 AgR, rel. min. Marco Aurélio, j. 26-2-2013, 1ª T, DJE de 14-5-2013.]
3899	ACO	1.295							[ACO 1.295 AgR-segundo, rel. min. Dias Toffoli, j. 14-10-2010, P, DJE de 2-12-2010.]
3900	ACO	1.364							[ACO 1.364 AgR, rel. min. Celso de Mello, j. 16-9-2009, P, DJE de 6-8-2010.]
3901	ACO	1.156	C						[ACO 1.156, rel. min. Cezar Peluso, j. 1º-7-2009, P, DJE de 12-3-2010.]
3902	ACO	876							[ACO 876 MC-AgR, rel. min. Menezes Direito, j. 19-12-2007, P, DJE de 1º-8-2008.]
3903	ACO	622							[ACO 622 QO, red. do ac. min. Ricardo Lewandowski, j. 7-11-2007, P, DJE de 15-2-2008.]
3904	ACO	1.048							[ACO 1.048 QO, rel. min. Celso de Mello, j. 30-8-2007, P, DJ de 31-10-2007.]
3905	MS	26.179							[MS 26.179 AgR, rel. min. Sepúlveda Pertence, j. 28-3-2007, P, DJ de 13-4-2007.]
3906	ACO	251	M						[ACO 251, rel. min. Marco Aurélio, j. 9-6-2006, P, DJ de 9-6-2006.]
3907	ACO	765							[ACO 765 QO, red. do ac. min. Eros Grau, j. 1º-6-2005, P, DJE de 7-11-2008.]
3908	ACO	641							[ACO 641 AgR, rel. min. Celso de Mello, j. 24-4-2003, P, DJ de 3-6-2005.]
3909	ACO	597							[ACO 597 AgR, rel. min. Celso de Mello, j. 3-10-2002, P, DJ de 10-8-2006.]
3910	MS	23.482							[MS 23.482 QO, rel. min. Ilmar Galvão, j. 20-2-2002, P, DJ de 5-4-2002.]
3911	ACO	487							[ACO 487 QO, rel. min. Marco Aurélio, j. 18-10-2001, P, DJ de 1º-3-2002.]
3912	ACO	477							[ACO 477 QO, rel. min. Moreira Alves, j. 18-10-1995, P, DJ de 24-11-1995.]
3913	MS	22.042							[MS 22.042 QO, rel. min. Moreira Alves, j. 22-2-1995, P, DJ de 24-3-1995.]
3914	ACO	359							[ACO 359 QO, rel. min. Celso de Mello, j. 4-8-1993, P, DJ de 11-3-1994.]
3915	ACO	406							[ACO 406 QO, rel. min. Célio Borja, j. 17-5-1990, P, DJ de 8-6-1990.]
3916	PPE	769	C						[PPE 769, rel. min. Celso de Mello, j. 18-2-2016, dec. monocrática, DJE de 24-2-2016.]
3917	HC	92.598							[HC 92.598, red. do ac. min. Menezes Direito, j. 13-12-2007, P, DJE de 1º-8-2008.]
3918	HC	115.168	M						[HC 115.168, rel. min. Marco Aurélio, j. 21-5-2013, 1ª T, DJE de 17-6-2013.]
3919	HC	110.270	G						[HC 110.270, rel. min. Gilmar Mendes, j. 6-12-2011, 2ª T, DJE de 19-12-2011.]
3920	HC	97.101	M						[HC 97.101, rel. min. Marco Aurélio, j. 22-6-2010, 1ª T, DJE de 13-8-2010.]
3921	HC	95.978							[HC 95.978 AgR, rel. min. Cármen Lúcia, j. 13-10-2009, 1ª T, DJE de 28-5-2010.]
3922	HC	100.279							[HC 100.279 AgR, rel. min. Cezar Peluso, j. 6-10-2009, 2ª T, DJE de 27-11-2009.]
3923	HC	94.353	J						[HC 94.353, rel. min. Joaquim Barbosa, j. 4-8-2009, 2ª T, DJE de 18-9-2009.]
3924	HC	98.655							[HC 98.655 AgR, rel. min. Cármen Lúcia, j. 30-6-2009, 1ª T, DJE de 21-8-2009.]
3925	HC	92.922							[HC 92.922, red. do ac. min. Cármen Lúcia, j. 19-5-2009, 1ª T, DJE de 12-3-2010.]
3926	HC	96.471	E						[HC 96.471, rel. min. Ellen Gracie, j. 10-3-2009, 2ª T, DJE de 3-4-2009.]
3927	HC	93.846	E						[HC 93.846, rel. min. Eros Grau, j. 15-5-2008, P, DJE de 29-8-2008.]
3928	HC	92.664							[HC 92.664 AgR, rel. min. Cezar Peluso, j. 13-12-2007, P, DJE de 15-2-2008.]
3929	HC	90.306	J						[HC 90.306, rel. min. Joaquim Barbosa, j. 20-3-2007, 2ª T, DJ de 8-6-2007.]
3930	HC	85.212	M						[HC 85.212, rel. min. Marco Aurélio, j. 15-2-2005, 1ª T, DJ de 18-3-2005.]
3931	HC	71.039	P						[HC 71.039, rel. min. Paulo Brossard, j. 7-4-1994, P, DJ de 6-12-1996.]
3932	RE	1.489.562							[RE 1.489.562 RG, rel. min. Luís Roberto Barroso, j. 18.10.2024, P, DJE de 23.10.2024, Tema 1.338, com mérito julgado.]
3933	AR	3.096							[AR 3.096 TP-REF, rel. min. Gilmar Mendes, j. 07.05.2025, P, DJE de 12.06.2025.]
3934	AR	2.921	A						[AR 2.921, rel. min. Alexandre de Moraes, red. do ac. min. Nunes Marques, j. 30-3-2023, P, DJE de 7-6-2023.]
3935	AR	2.908							[AR 2.908 AgR, rel. min. Alexandre de Moraes, j. 16-5-2022, P, DJE de 24-5-2022.]
3936	AR	2.503							[AR 2.503 AgR, rel. min. Rosa Weber, j. 8-9-2021, P, DJE de 14-9-2021.]
3937	AR	2.509							[AR 2.509-AgR, rel. min. Marco Aurélio, j. 11-9-2019, P, DJE de 27-9-2019.]
3938	AR	2.422							[AR 2.422 AgR, rel. min. Luiz Fux, j. 25-10-2018, P, DJE de 11-10-2019.]
3939	AR	2.440							[AR 2.440-AgR, rel. min. Ricardo Lewandowski, j. 19-9-2018, P, DJE de 9-9-2019.]
3940	AR	1.950							[AR 1.950 AgR, rel. min. Dias Toffoli, j. 30-4-2014, P, DJE de 20-6-2014.]
3941	AR	1.561							[AR 1.561 AgR, rel. min. Dias Toffoli, j. 10-4-2014, P, DJE de 30-5-2014.]
3942	RE	666.589	M						[RE 666.589, rel. min. Marco Aurélio, j. 25-3-2014, 1ª T, DJE de 3-6-2014.]
3943	AR	1.485							[AR 1.485 AgR, rel. min. Dias Toffoli, j. 19-9-2013, P, DJE de 29-10-2013.]
3944	AR	1.944							[AR 1.944 AgR, voto do rel. min. Dias Toffoli, j. 18-11-2010, P, DJE de 14-3-2011.]
3945	AR	2.236							[AR 2.236 ED e AR 2.239 ED, rel. min. Dias Toffoli, j. 23-6-2010, P, DJE de 3-9-2010.]
3946	AR	1.408							[AR 1.408, voto do rel. min. Eros Grau, j. 16-6-2010, P, DJE de 20-8-2010.]
3947	RE	463.624							[RE 463.624 AgR-ED-ED, rel. min. Joaquim Barbosa, j. 4-8-2009, 2ª T, DJE de 28-8-2009.]
3948	AR	1.169	E						[AR 1.169, rel. min. Eros Grau, j. 3-8-2009, P, DJE de 2-10-2009.]
3949	AR	1.412	C						[AR 1.412, rel. min. Cezar Peluso, j. 26-3-2009, P, DJE de 26-6-2009.]
3950	AR	1.853							[AR 1.853 AgR, rel. min. Ricardo Lewandowski, j. 25-6-2008, P, DJE de 8-8-2008.]
3951	AI	460.439							[AI 460.439 AgR, red. do ac. min. Sepúlveda Pertence, j. 17-8-2006, P, DJ de 9-3-2007.]
3952	AR	1.686							[AR 1.686 AgR, rel. min. Eros Grau, j. 23-3-2006, P, DJ de 28-4-2006.]
3953	AR	1.699							[AR 1.699 AgR, rel. min. Marco Aurélio, j. 23-6-2005, P, DJ de 9-9-2005.]
3954	AR	1.752							[AR 1.752 AgR, rel. min. Sepúlveda Pertence, j. 7-4-2005, P, DJ de 20-5-2005.]
3955	AR	1.056	O						[AR 1.056, rel. min. Octavio Gallotti, j. 26-11-1997, P, DJ de 25-5-2001.]
3956	AR	1.352							[AR 1.352 AgR, rel. min. Paulo Brossard, j. 1º-4-1993, P, DJ de 7-5-1993.]
3957	RE	1.301.504							[RE 1.301.504 RG, rel. min. Luiz Fux, j. 30-9-2021, P, DJE de 7-10-2021, Tema 1.173, com repercussão geral negada.]
3958	AO	2.275	L						[AO 2.275, rel. min. Luiz Fux, j. 23-10-2018, 1ª T, DJE de 28-2-2019.]
3959	RE	608.847							[RE 608.847 AgR, red. do ac. min. Teori Zavascki, j. 1º-12-2015, 2ª T, DJE de 18-4-2016.]
3960	ARE	743.103							[ARE 743.103 AgR, rel. min. Teori Zavascki, j. 22-4-2014, 2ª T, DJE de 7-5-2014.]
3961	MS	28.435							[MS 28.435 AgR, rel. min. Marco Aurélio, j. 13-4-2011, P, DJE de 4-5-2011.]
3962	AO	1.569							[AO 1.569 QO, voto do rel. min. Marco Aurélio, j. 24-6-2010, P, DJE de 27-8-2010.]
3963	AO	1.498							[AO 1.498 AgR, rel. min. Eros Grau, j. 27-11-2008, P, DJE de 6-2-2009.]
3964	AO	1.231							[AO 1.231 QO, rel. min. Celso de Mello, j. 11-11-2008, 2ª T, DJE de 20-2-2009.]
3965	AO	1.517	E						[AO 1.517, rel. min. Ellen Gracie, j. 8-10-2008, P, DJE de 28-11-2008.]
3966	AO	1.402	S						[AO 1.402, rel. min. Sepúlveda Pertence, j. 19-9-2006, 1ª T, DJ de 6-10-2006.]
3967	AO	587	E						[AO 587, rel. min. Ellen Gracie, j. 6-4-2006, P, DJ de 30-6-2006.]
3968	AO	1.135							[AO 1.135 AgR, rel. min. Celso de Mello, j. 16-6-2005, P, DJ de 24-11-2006.]
3969	AO	467	N						[AO 467, rel. min. Néri da Silveira, j. 25-6-1997, P, DJ de 3-10-1997.]
3970	AO	80							[AO 80, red. do ac. min. Marco Aurélio, j. 4-3-1993, P, DJ de 28-4-1995.]
3971	AO	58							[AO 58 QO, rel. min. Sepúlveda Pertence, j. 5-12-1990, P, DJ de 8-5-1992.]
3972	CC	7.950	M						[CC 7.950, rel. min. Marco Aurélio, j. 14-9-2016, P, DJE de 1º-8-2017.]
3973	CC	7.706							[CC 7.706 AgR-segundo-ED-terceiros, rel. min. Dias Toffoli, j. 12-3-2015, P, DJE de 20-4-2015.]
3974	CC	7.575							[CC 7.575 AgR, rel. min. Cármen Lúcia, j. 6-10-2011, P, DJE de 28-10-2011.]
3975	CC	7.594							[CC 7.594 AgR, rel. min. Celso de Mello, j. 22-6-2011, P, DJE de 29-9-2011.]
3976	CC	7.242							[CC 7.242, voto do rel. min. Eros Grau, j. 18-9-2008, P, DJE de 19-12-2008.]
3977	CC	7.027	C						[CC 7.027, rel. min. Celso de Mello, j. 16-8-1995, P, DJ de 1º-9-1995.]
3978	CJ	6.987	S						[CJ 6.987, rel. min. Sepúlveda Pertence, j. 27-3-1992, P, DJ de 30-4-1992.]
3979	ADI	1.434							[ADI 1.434 MC, rel. min. Celso de Mello, j. 20-8-1996, P, DJ de 22-11-1996.]
3980	RE	491.152							[RE 491.152 AgR, rel. min. Cármen Lúcia, j. 8-9-2009, 1ª T, DJE de 16-10-2009.]
3981	AI	687.660							[AI 687.660 AgR, rel. min. Celso de Mello, j. 19-5-2009, 2ª T, DJE de 26-6-2009.]
3982	RE	797.905							[RE 797.905 RG, rel. min. Gilmar Mendes, j. 15-5-2014, P, DJE de 29-5-2014, Tema 727, com mérito julgado.]
3983	MI	6.067							[MI 6.067 AgR, rel. min. Gilmar Mendes, j. 30-4-2014, P, DJE de 19-5-2014.]
3984	MI	3.569							[MI 3.569 AgR, rel. min. Marco Aurélio, j. 27-2-2014, P, DJE de 21-3-2014.]
3985	MI	3.983							[MI 3.983 AgR, rel. min. Dias Toffoli, j. 19-9-2013, P, DJE de 24-10-2013.]
3986	MI	624	M						[MI 624, rel. min. Menezes Direito, j. 21-11-2007, P, DJE de 28-3-2008.]
3987	MI	157							[MI 157 QO, rel. min. Aldir Passarinho, j. 21-2-1990, P, DJ  de 20-4-1990.]
3988	ADI	4.412	G						[ADI 4.412, rel. min. Gilmar Mendes, j. 18-11-2020, P, DJE de 15-3-2021.]
3989	MS	37.162							[MS 37.162 AgR, rel. min. Rosa Weber, j. 9-11-2021, 1ª T, DJE de 21-2-2022.]
3990	AO	1.883							[AO 1.883 AgR, rel. min. Dias Toffoli, j. 30-4-2014, P, DJE de 3-6-2014.]
3991	MS	28.133							[MS 28.133 AgR, rel. min. Joaquim Barbosa, j. 24-3-2011, P, DJE de 11-4-2011.]
3992	MS	29.118							[MS 29.118 AgR, rel. min. Cármen Lúcia, j. 2-3-2011, P, DJE de 14-4-2011.]
3993	MS	28.857							[MS 28.857 QO, rel. min. Celso de Mello, j. 14-9-2011, P, DJE de 20-3-2013.]
3994	RMS	25.424	C						[RMS 25.424, rel. min. Cezar Peluso, j. 12-8-2008, 2ª T, DJE de 7-11-2008.]
3995	RMS	26.058							[RMS 26.058 AgR, rel. min. Sepúlveda Pertence, j. 2-3-2007, 1ª T, DJ de 16-3-2007.]
3996	HC	87.639	S						[HC 87.639, rel. min. Sepúlveda Pertence, j. 11-4-2006, 1ª T, DJ de 5-5-2006.]
3997	RHC	87.449	C						[RHC 87.449, rel. min. Celso de Mello, j. 7-3-2006, 2ª T, DJ de 3-8-2007.]
3998	HC	86.864							[HC 86.864 MC, rel. min. Carlos Velloso, j. 20-10-2005, P, DJ de 16-12-2005.]
3999	HC	84.936							[HC 84.936 AgR, rel. min. Cezar Peluso, j. 30-11-2004, 1ª T, DJ de 8-4-2005.]
4000	RMS	24.309							[RMS 24.309 ED, rel. min. Marco Aurélio, j. 17-2-2004, 1ª T, DJ de 30-4-2004.]
4001	RMS	24.237							[RMS 24.237 QO, rel. min. Celso de Mello, j. 16-4-2002, 2ª T, DJ de 3-5-2002.]
4002	RHC	80.429	M						[RHC 80.429, rel. min. Marco Aurélio, j. 31-10-2000, 2ª T, DJ de 29-8-2003.]
4003	RMS	20.976	S						[RMS 20.976, rel. min. Sepúlveda Pertence, j. 7-12-1989, P, DJ de 16-2-1990.]
4004	RC	1.473	L						[RC 1.473, rel. min. Luiz Fux, j. 14-11-2017, 1ª T, DJE de 18-12-2017.]
4005	RC	1.470	C						[RC 1.470, rel. min. Carlos Velloso, j. 12-3-2002, 2ª T, DJ de 19-4-2002.]
4006	RE	607.447	M						[RE 607.447, rel. min. Marco Aurélio, j. 22-5-2020, P, DJE de 3-6-2020, Tema 679, com mérito julgado.]
4007	AC	4.020							[AC 4.020 MC-AgR, rel. min. Edson Fachin, j. 23-9-2016, 1ª T, DJE de 6-10-2016.]
4008	RE	882.025							[RE 882.025 AgR, rel. min. Ricardo Lewandowski, j. 17-6-2015, P, DJE de 10-8-2015.]
4009	ARE	739.851							[ARE 739.851 AgR, rel. min. Teori Zavascki, j. 29-4-2014, 2ª T, DJE de 13-5-2014.]
